UniqueID,Keyword
6KI3OOX3H9_U1X4T0AW0FVW4JC,allegations|alleged|molested|accused|abusers|abuse|priests|raped|reported|ireland|report|investigation|irish|dublin|documented
6KLPYGWMHG_ZM3VWNUTMBJEDXM,hayes|song|songwriter|springsteen|artist|music|trump|heard|judge|ruling|donald|president|realdonaldtrump|recorded|hearing
6MNGR27QHU_2ZB3E3RMYSK80CH,indictment|prosecution|courtroom|prosecutor|court|prosecutors|appellate|trial|proceeding|justice|appeals|judge|proceedings|ruling|allegations
6Q1CUR1YOZ_ECHB40PPRCMDBUE,detainees|isis|syrian|prisoners|syria|recaptured|detention|captured|fled|escaped|militants|iraqi|escapees|terror|iraq
6UMCWOVHJ8_2VI7ZJ4BS4TNZI9,brazilian|musk|brazilians|silva|billionaire|brasil|rich|wealth|twitter|brazil|media|politics|political|protesting|lula
6VP8ZPRDVD_0XPYHGUN4C3WE3O,parenting|parental|stress|parents|stressors|stressed|caregivers|stresses|parent|childcare|stressor|health|caregiver|children|doctor
6W9JQAB4HY_6CJPFWHND0K3EN1,netanyahu|negotiating|negotiations|israeli|biden|negotiation|hamas|negotiated|israelis|palestinian|israel|gaza|negotiators|agreement|benjamin
700207NJSA_8ZM4E9CI3ACKDDY,diplomat|consulate|huang|embassy|consul|diplomats|beijing|diplomatic|chinese|secretary|liu|visa|mao|jiangsu|china
71UNFILVMS_D770W062XP9FWFN,netanyahu|knesset|hostage|israeli|gaza|hostages|israelis|hamas|palestinian|aviva|aviv|israel|ceasefire|demands|news
7F8F3V13ZY_6ZI4BZN0XGBOF5O,lynx|endangered|carnivores|carnivore|wildlife|cat|conservation|conservationists|cats|extinction|habitat|species|conservationist|habitats|ecological
7IDI4Z1UDS_H0Q8EBTHM7GAHS1,davis|shooting|criminal|murder|convictions|prosecutors|illinois|arrests|shot|firearm|court|shootings|defendant|chicago|judge
7KE46D3H4L_5UGED0UG5YEH2YZ,fires|drones|drone|uavs|kursk|ukraine|missiles|unmanned|refinery|bombs|moscow|explosive|casualties|russians|ukrainians
7PD6HXYH9R_9I9UONM1V2Q8WG1,whale|whales|beluga|carcass|sea|hval|putin|vladimir|norwegian|marine|fishing|ingøya|russian|hvaldimir|norway
7SAKI4G37G_XUQF797CAIA0NTW,accused|defendant|defendants|rape|alleged|prosecutors|crimes|trial|detention|rapes|investigation|courtroom|court|assault|raping
7T0T0EM3SU_D5FTP86ATEK2XPG,ballot|ballots|kennedy|candidate|judge|voting|presidential|defendant|elections|appeals|robert|trump|donald|carolina|court
7U4MNFO508_8MWMH9FDR4GQB5N,uganda|tanzania|wildlife|ugandan|kenya|africa|rwanda|botswana|congo|wilderness|ngorongoro|tourism|ecotourism|gorilla|namibia
7UAPQ9SFR2_NJ388EM12NQXPHO,diplomat|consul|consulate|secretary|embassy|expelled|department|huang|officials|hochul|expulsion|beijing|administrations|duties|deputy
7Y98P49WRD_XEBC59N81DUU2BP,mayor|cornelius|murder|minden|arrested|fatally|911|victims|child|crime|joe|police|shreveport|jared|killing
7Z6VV6YY9O_W2CO3062EUK8HAE,hotels|hotel|marriott|hilton|rent|employees|guests|workers|housekeeping|wages|rooms|labor|employment|union|strike
8297R7762P_VFD4EUXORUC0YT5,peruvian|peru|indigenous|tribes|tribe|tribal|loggers|fenamad|attacked|logging|forest|deforestation|defends|activists|encounter
8367715IHV_TOZENJQGEXJUEGR,justices|judge|judicial|judges|justice|judgeship|jackson|court|kavanaugh|nominee|supreme|brown|appeals|breyer|controversies
84NIMKD149_OBOC0CF2RH76YRF,indictment|prosecutors|accused|fraud|alleged|misconduct|allegedly|laundering|prosecution|accusations|allegations|smuggling|scandals|defendants|taiwanese
88MXE849S1_8RM3HNFB6H627T4,gaza|israelis|hamas|israeli|protesters|netanyahu|aviv|hostages|protests|israel|hostage|protest|ceasefire|captives|protester
89QXH7D1IX_4CY8E1MPQ680OO0,venezuelan|venezuela|venezuelans|maduro|christmas|holiday|december|protests|holidays|unrest|november|october|protest|celebration|gonzalez
8CDROPSL5Y_5RJ5CFUTJKSGBQ3,hostages|hostage|netanyahu|biden|hamas|gaza|israeli|negotiations|benjamin|israel|kamala|news|leaders|david|secretary
8Q3HHBNQBC_0OFHCG4TFDJ3JZ4,gaza|hamas|hostages|palestinian|israelis|israeli|protesters|netanyahu|hostage|aviv|israel|protests|demonstrators|protest|haifa
8QVK4JTPE2_PYDJ3OHSYJBOCIH,gaza|palestinians|hostages|hamas|israelis|israeli|hostage|israel|netanyahu|ceasefire|bodies|militant|thousands|rallied|killed
8RUWQMNJTH_ZUDJK2RPW2VAXHD,gunfire|shooting|reporters|journalists|reporter|palestinian|israeli|shot|journalist|palestinians|gaza|bullets|hamas|filming|civilians
8VTRWJHHXE_1ZZRP0W3S8PYEG6,pitt|pittsburgh|suspect|campus|students|university|police|incident|student|arrested|synagogue|investigation|carnegie|violence|jewish
8Y2VEBCYST_WEFKKMBCABQ8JOI,prosecutors|indictment|accused|misconduct|alleged|defendants|fraud|prosecution|taiwanese|allegations|defendant|laundering|accusations|investigation|arrest
8ZO6NBHMLU_2FGF4JPTDXT9LW8,croydon|croydonopolis|croydonians|gatwick|london|surrey|destinations|glasgow|aerodrome|airport|edinburgh|bristol|airfield|heathrow|hotel
93JKWQYV60_A8E1PQQWI2K1QK0,hotels|hotel|strike|hilton|marriott|workers|baltimore|employees|strikes|labor|union|worker|guests|rooms|striking
945FCA4062_67NPNDQT3WXG3U3,museum|museums|jar|archaeology|archaeologists|haifa|ariel|vase|artifact|exhibited|gellers|geller|shards|older|hecht
99F31GB8MW_NGQA0AQAWEKGI4F,judiciary|justice|courts|judges|court|ethics|controversies|enforceable|judge|enforce|impartiality|impartial|enforcement|tribunal|law
9LRWI8X7E9_9ODYBCGV3OTHLFA,vocational|graduates|college|degree|bachelor|wages|workforce|careers|employers|education|enrolling|hiring|advancement|jobs|wage
9TBXVWHCRP_R14UUJKCMX7D6E0,lynx|endangered|carnivores|carnivore|wildlife|cat|conservation|conservationists|cats|extinction|habitat|species|conservationist|habitats|ecological
9Y2H6GB7YQ_KXWM19FVMEEUL76,māori|maori|tuurangawaewae|tuheitia|kiingi|whakawahinga|kiingitanga|waikato|ceremonial|throne|monarch|kohanga|indigenous|waka|zealand
9ZUIVIWXS5_ATGVX9GGP0L4SN9,venezuela|venezuelan|caracas|seized|colombian|sanctions|dominican|airplane|mexico|seizing|plane|aircraft|arrest|presidential|illegally
A14VRXB6VX_3HFRDHB2QGRSUCO,prosecutors|indictment|allegedly|charges|laundering|defendant|fraud|lavish|arrested|sun|guilty|federal|smuggling|kathy|chinese
A1GJR7BZNZ_QJN0RWKAU99JACK,barnier|europhile|brexiteers|michel|brexit|france|leyen|brussels|melenchon|paris|der|macron|french|presidential|ministers
A6VH4XF20E_I549H6FXOHSY9YK,mccain|buried|gravestones|cemetery|veteran|graves|voter|soldier|presidential|candidate|senator|campaign|republican|trump|election
A8LEH76FEN_AL45NYGHM7F8PKL,moscow|poltava|ukraine|missiles|missile|russia|putin|zelensky|russian|rubble|ukrainian|vladimir|kyiv|zelenska|attacks
AAKBAE6N6B_K2JUKPOEO4M4HDC,ranch|menard|menards|acre|disappearance|abandoned|san|neighbors|california|neighbor|remains|sparks|redlands|deaths|olive
ADZK2PPUHH_4XGECWESJWEJA71,resignations|resignation|resign|yuki|leave|quitting|workday|watanabe|workplace|meiji|worker|quit|employer|quitter|employees
ALQV4AF0TF_VE2NB967WHSL3BX,distractions|distraction|smartphones|phones|smartwatches|smartphone|enforcement|banning|schools|classroom|school|regulations|students|devices|restrict
AO5DJVZ4YL_P8HB8FUIUC78QGU,plaid|fashion|outfits|clothing|styles|fashionable|clothes|tartans|dress|skirts|wearing|textile|textiles|cloth|tartan
AXOGN82XXB_DPCLA9ZXLNKG79A,netanyahu|knesset|hostage|israeli|gaza|hostages|israelis|hamas|palestinian|aviva|aviv|israel|ceasefire|demands|news
AY8OD20KY5_FA91P2F94QVJ765,accused|defendant|defendants|rape|alleged|prosecutors|crimes|trial|detention|rapes|investigation|courtroom|court|assault|raping
AZNDLP1EA0_KNML6IV50DBVR0J,distractions|distraction|smartphones|phones|smartwatches|smartphone|enforcement|banning|schools|classroom|school|regulations|students|devices|restrict
B1Q5FI2QW7_8H4E1QFYR261CB7,putin|russian|indictment|fbi|indicted|trump|propaganda|biden|moscow|prosecutors|alleged|campaigns|vladimir|campaign|allegedly
BCC4XLT5FW_W3STDERQ1QH27ZS,lgbtqia|iranian|iran|homosexuality|tehran|australians|australian|derogatory|sharia|disrespectful|islamic|australia|diplomatic|embassy|gender
BDPDJHHOVQ_1V5IG0Q0XM2644D,hostages|gaza|hamas|hostage|emhoff|israeli|jew|terror|netanyahu|holocaust|antisemitism|jews|kamala|israel|jewish
BDX8G3PT6L_90HMS7W07JU1A7R,museum|museums|jar|archaeology|archaeologists|haifa|ariel|vase|artifact|exhibited|gellers|geller|shards|older|hecht
BFWB7E1BNY_V56PBW2WLDRWHZE,indictment|prosecution|prosecutor|prosecutors|prosecuted|charges|defendants|court|allegations|presidential|federal|courts|trump|investigation|alleged
BN8ESQHYSV_K1JHZ7QLTRNLZHR,hamas|gaza|terrorists|palestinian|terrorist|palestinians|terrorism|militants|israeli|defendants|israel|indictment|prosecutors|massacre|militia
BNYY9ROUEP_3RMTRQGCRL35P78,sentencing|prosecutors|perry|convicted|accused|indicted|ketamine|plea|arrested|prison|alleged|trial|plasencia|charges|attorney
BUVNUWPZFA_8HSPCROYQH2VD5Q,allegations|alleged|molested|accused|abusers|abuse|priests|raped|reported|ireland|report|investigation|irish|dublin|documented
BVVGRN60ZU_WYIOOIMLLX8DHRP,reelection|presidential|presidency|election|polls|candidates|hillary|electoral|harris|trump|nominee|candidate|clinton|voters|polling
BXS0G3D2JW_MO1ABEI7RQL6NWC,marines|soldiers|marine|turkish|allies|troops|hamas|kurdish|nato|turkey|uss|gaza|erdogan|attacked|assault
C4REJHB6VL_TOZZD4HB0LHNHSH,guitarist|queen|musician|guitar|knighted|knighthood|king|band|brian|rock|stroke|music|charles|famous|died
C93UCLZKHG_96M4B4R8BYYWN4X,hamas|gaza|palestinians|israeli|hostages|israelis|hostage|humanitarian|militants|israel|terrorists|aviv|protesters|victims|protests
C9LDR6NLXG_6R8I6M1YWKKOLBV,marines|soldiers|marine|turkish|allies|troops|hamas|kurdish|nato|turkey|uss|gaza|erdogan|attacked|assault
CBI4VL6WHX_HAP2FYB0N0OTUMS,putin|russian|indictment|fbi|indicted|trump|propaganda|biden|moscow|prosecutors|alleged|campaigns|vladimir|campaign|allegedly
CCPG6J2L5Q_LJ8Y7YSXO0SU2LF,fires|drones|drone|uavs|kursk|ukraine|missiles|unmanned|refinery|bombs|moscow|explosive|casualties|russians|ukrainians
CCQOIVLTRL_W00YFP1CRD2BM4Q,keanu|ryder|reeves|married|wedding|marriage|husband|dracula|film|wed|wife|directed|scene|winona|ford
CDGMQD7C8E_IKLEA86C5QEDDC1,fires|drones|drone|uavs|kursk|ukraine|missiles|unmanned|refinery|bombs|moscow|explosive|casualties|russians|ukrainians
CJTPMJMD4C_SC6Z53H138284TM,rescue|boat|sailors|helicopters|rescued|helicopter|yacht|maritime|ships|shore|flight|coast|beacon|crew|seas
CN4H1T4M17_NKSTTDFORHW64I3,indictment|prosecutors|accused|fraud|alleged|misconduct|allegedly|laundering|prosecution|accusations|allegations|smuggling|scandals|defendants|taiwanese
CR4NUGTISG_NAEHAWORFYMOK2B,hostages|hostage|hamas|gaza|ceasefire|militants|negotiations|israeli|crisis|negotiating|diplomatic|news|protesters|netanyahu|israel
CSJZC95WS7_2LISO7BGBJOPF85,diplomat|consulate|huang|embassy|consul|diplomats|beijing|diplomatic|chinese|secretary|liu|visa|mao|jiangsu|china
D5T5E3NYAS_1F1SV4IHD84D8Z8,diplomat|consul|consulate|secretary|embassy|expelled|department|huang|officials|hochul|expulsion|beijing|administrations|duties|deputy
D7UG9T8SG5_FL86UZFMGQ0QW77,hotels|hotel|marriott|hilton|rent|employees|guests|workers|housekeeping|wages|rooms|labor|employment|union|strike
D8LLQZV5YJ_9HRTAYLC4UYVAHH,microphones|mics|reporters|muted|harris|polls|debate|prosecutor|speak|candidates|presidential|hannity|campaigns|talk|campaign
DBZJB9Y4HC_3XUX5ONZYQGJ3O6,repayment|loan|debt|borrowers|student|forgiveness|appeals|saving|plaintiffs|proposals|lawsuit|cancellation|provisions|relief|litigation
DIFHC6JYMN_02TG9HPZMOHI3XY,croydon|croydonopolis|croydonians|gatwick|london|surrey|destinations|glasgow|aerodrome|airport|edinburgh|bristol|airfield|heathrow|hotel
DKNW7L47R2_EKMDXJPU8VZSFHE,steelmaker|steelmaking|steelworkers|steel|tariffs|biden|takeover|mills|shareholders|bid|treasury|harris|american|ceo|takeovers
DMO6HYFPQ0_01K1PBLGBPM88LE,whale|belugas|beluga|veterinary|hval|animal|hvaldimir|noah|gunshot|killed|fisheries|evidence|investigation|dead|veterinarians
DNV3EI3GW2_TFI3VUXOOJH5S2E,whale|whales|beluga|carcass|sea|hval|putin|vladimir|norwegian|marine|fishing|ingøya|russian|hvaldimir|norway
DP6H5DK2J4_VG5EZ5TM335QQ46,drowning|sank|autopsy|lungs|deaths|dry|died|autopsies|sea|death|air|yacht|patients|medically|bodies
DQFHJ585OY_IH0IGVRIRLKMKW1,bus|buses|shandong|guangdong|accidents|jiangxi|incident|schoolchildren|dezhou|accident|students|jiangsu|crashed|injuring|school
DTP07N920T_LVM0954HP7AA2HN,volkswagen|vw|automaker|automotive|factories|companies|profit|germany|industry|competitors|manufacturing|company|cars|factory|car
E11DW6SYSM_AGP3YWA2A5M3RVS,pageant|pageantry|miss|finalist|adetshina|nigerian|nigeria|chidimma|africa|lagos|contestant|contest|african|compete|africans
E2TSG8EWPR_1ZYJREIBU9O29RC,ranch|menard|menards|acre|disappearance|abandoned|san|neighbors|california|neighbor|remains|sparks|redlands|deaths|olive
E3VAVIDTA9_JXEEJQRIRCRQPXN,putin|vladimir|russian|trump|mikhail|russia|dnc|vladivostok|clinton|sanctions|hillary|biden|donald|kremlin|propaganda
E8WRR2V623_LEFRQ429C0WTOX1,sentencing|convicted|prosecution|prosecutor|indictment|prosecutors|prosecuted|convictions|convict|judge|plea|testified|hearings|pardon|guilty
E9LGOE3XHA_DON32IE7J0QE272,afghan|taliban|afghans|kabul|afghanistan|qaeda|terrorist|insurgents|shah|terrorists|terrorism|pakistani|ahmad|tajikistan|regime
EAMMPK214W_14BP4A69RHDT1G3,electricity|california|evacuation|rancho|angeles|palos|disaster|power|outage|homes|storms|moving|residents|landslide|state
EANYXUOS9H_VI5IWD5VSR54PTU,harris|biden|campaigned|steel|reelection|presidential|rally|rust|polls|campaign|nominee|trump|bid|vice|senator
EARFFAATHQ_KJE61BJBGU92PO9,veterans|falsehoods|lies|lying|presidential|falsehood|obama|deceptions|va|presidency|barack|lie|trump|president|donald
EGJH0JCCRT_GEGDQCE7C5TRUZ0,watches|watchmakers|watchmaker|timepieces|timepiece|wristmons|thinner|watchmaking|millimeters|thinnest|titanium|weighing|mechanical|prototype|millimeter
ELUYAPBMXY_JGUVU2FMGBPRQW1,plaid|fashion|outfits|clothing|styles|fashionable|clothes|tartans|dress|skirts|wearing|textile|textiles|cloth|tartan
EONBTPYQMB_MGGBOF8EN0VPG8Y,shooting|shooter|suspect|murder|manslaughter|accused|gun|shootings|massacre|killings|felony|firearms|investigators|ga|georgia
EWVWPC83JC_2BJR0MW43BV8HY7,transparency|transparent|biocompatible|experimented|invisible|dye|breakthrough|biological|coloring|mice|ultraviolet|dyes|skin|visible|serum
EYKBZVK1QC_W5SH4ST6CDOAR9M,democrats|elections|saxony|election|democratic|polls|parties|deutschland|nazi|brandenburg|germany|candidate|coalition|german|afd
EZSWJB48HJ_MYGDMLVYUO4O6II,whale|whales|beluga|carcass|sea|hval|putin|vladimir|norwegian|marine|fishing|ingøya|russian|hvaldimir|norway
F5TZK70J6S_B54TAQHF0BJ5BBD,democrats|elections|saxony|election|democratic|polls|parties|deutschland|nazi|brandenburg|germany|candidate|coalition|german|afd
F6QR2YU2AZ_3BNMD1YKWIN2MLQ,convicted|indictment|indictments|prosecutor|accused|prosecutors|trial|felony|felonies|jury|conviction|guilty|sentenced|judge|plea
FCDYZHXM6R_WJ4T4U85GH1E9FM,hamas|gaza|terrorists|palestinian|terrorist|palestinians|terrorism|militants|israeli|defendants|israel|indictment|prosecutors|massacre|militia
FOVCVQ4MT0_3ICDLJXFKP60LW1,venezuelan|detained|venezuela|navy|sailor|caracas|detention|citizen|citizens|enforcement|security|prisoners|criminal|dominican|service
FP73LTF5EW_MOESXRIOIG4CM3D,nypd|investigators|subpoenaed|subpoena|investigations|police|investigation|enforcement|prosecutors|fbi|devices|phones|officials|deputy|subpoenas
FQNL74AJA6_B1AOGKM27WLFGOY,convicted|indictment|indictments|prosecutor|accused|prosecutors|trial|felony|felonies|jury|conviction|guilty|sentenced|judge|plea
FSY7ALC31B_F99LESVEXOHCADI,trump|harris|candidacy|donald|campaigned|slander|voter|kamala|antics|democrat|politicians|nominee|campaign|political|liberals
FWAEZZZUM4_2M1JXYAE9E6FZGA,vocational|graduates|college|degree|bachelor|wages|workforce|careers|employers|education|enrolling|hiring|advancement|jobs|wage
FWKUJXKTAZ_LQ398RVJZT8XVYS,suspect|surveillance|passengers|police|forest|park|train|passenger|victims|investigators|cameras|chicago|arrest|detectives|footage
FXBLHV925X_8HZX6O5G67SPK26,hamas|hostages|gaza|hostage|israeli|palestinians|israelis|militants|hezbollah|abducted|palestine|video|israel|videos|prisoner
G251002DX9_1QB3ML8JSPE25K0,beijing|africa|diplomacy|china|africans|african|aid|nations|wang|diplomatic|continent|peacekeeping|chinese|countries|geopolitical
G3GEYIYPOW_AEKX256M71M16H3,hamas|hostages|gaza|hostage|israeli|palestinians|israelis|militants|hezbollah|abducted|palestine|video|israel|videos|prisoner
G3K09SIVBV_LEJHZUJEJP6Q5RM,veterans|falsehoods|lies|lying|presidential|falsehood|obama|deceptions|va|presidency|barack|lie|trump|president|donald
G9HU1GEAK0_XNEMAAP7GC9W9HE,detainees|isis|syrian|prisoners|syria|recaptured|detention|captured|fled|escaped|militants|iraqi|escapees|terror|iraq
G9PJ3YR88R_4L8ACJ0VI7VTWMG,accused|defendant|defendants|rape|alleged|prosecutors|crimes|trial|detention|rapes|investigation|courtroom|court|assault|raping
G9S1OE2KSC_K892OYQAKE144M4,nominee|ballot|ballots|kennedy|candidate|candidates|presidential|election|elections|nomination|michigan|judge|trump|giuliani|ruling
GBVZZH7NJK_SC0SLOM6UN7TSE7,mueller|simes|putin|accused|indictment|russian|alleging|moscow|investigation|laundering|vladimir|trump|fbi|justice|dimitri
GO0HEEAFL4_G7TLKM98U8RFFY1,gao|mao|zedong|maos|detained|gaos|arrest|beijing|artworks|yuan|yinghong|zhen|qiang|chinese|sculptures
GOGS2AO5PS_BTX9WRCX9VG8SSK,venezuela|venezuelan|caracas|seized|colombian|sanctions|dominican|airplane|mexico|seizing|plane|aircraft|arrest|presidential|illegally
GR4DLUPNXW_C86JUTTFVG1ZI8Z,cuomo|testified|covid|pandemic|testify|governor|deaths|patients|committee|lawmakers|medicaid|nursing|publicly|mortality|subcommittee
GRY029ZEQY_R74TOTGDWZ5LR5I,migrants|boats|boat|maritime|smugglers|ships|deaths|rescue|vessel|migrant|rescued|tragedies|dozens|vessels|sank
GUT3AOWPJT_4VHCEDNUMYZ5EZD,appeals|court|sentencing|judge|judges|appeal|defendant|prosecutors|conviction|sentenced|incarceration|ruling|judgment|proceedings|lawyers
GUTIRJLMKM_XUA5QKKQ6NR58C1,indictment|propaganda|cnn|media|prosecutors|accused|fbi|kremlin|russians|orchestrated|russian|alleged|news|putin|investigation
GXYCJGHY9B_VMPDZC9PMQJ5FM7,gao|mao|zedong|maos|detained|gaos|arrest|beijing|artworks|yuan|yinghong|zhen|qiang|chinese|sculptures
H3HD7JJAAG_TFW3VU7LVLNTEIV,gaza|israelis|hamas|israeli|protesters|netanyahu|aviv|hostages|protests|israel|hostage|protest|ceasefire|captives|protester
HB6PQXMAOT_RNPJDEWIJVZ1233,musk|communist|harris|politically|donald|trump|depicting|political|image|republican|dictator|cnn|kamala|depicted|candidate
HBAVV03Y6R_7J21O4DU5IQZEDX,palestinians|palestinian|palestine|gaza|hamas|defamation|israeli|zionist|israelis|protests|israel|antisemitic|rhetoric|protesters|sea
HBB2H0XWVQ_ED3LUKNFO8XJOQ7,gaza|hamas|hostages|palestinian|israelis|israeli|protesters|netanyahu|hostage|aviv|israel|protests|demonstrators|protest|haifa
HGFA7CVB5P_OVD7CLKQKR8EMDC,phones|smartphones|classrooms|distractions|teens|students|school|kids|schools|phone|children|childhood|youth|preteens|parents
HLAIU58AEQ_2YKCOG075YWD00Y,steelmaker|steelmaking|steelworkers|steel|tariffs|biden|takeover|mills|shareholders|bid|treasury|harris|american|ceo|takeovers
HSZBU0PFU4_NCW1FQYHO90P5FW,moscow|poltava|ukraine|missiles|missile|russia|putin|zelensky|russian|rubble|ukrainian|vladimir|kyiv|zelenska|attacks
I5PZHNYTYQ_14WWQQ8W9V2B5OP,hotels|hotel|marriott|hilton|rent|employees|guests|workers|housekeeping|wages|rooms|labor|employment|union|strike
I6XZBBTIG2_WP63G43D1GFBZ9Z,prosecutors|courts|sentencing|court|judge|convicted|federal|alleged|sentenced|hellerstein|appellate|ruling|conviction|constitutional|attorneys
I7L0JW345J_UNM9HJZ46FNH1RX,indictment|prosecution|prosecutor|prosecutors|prosecuted|charges|defendants|court|allegations|presidential|federal|courts|trump|investigation|alleged
IATA9Y450G_W90AS44EOPP6UJV,hamas|gaza|palestinians|israeli|hostages|israelis|hostage|humanitarian|militants|israel|terrorists|aviv|protesters|victims|protests
ICQH8QCNRJ_X8181UDG5TTHJ1Y,subpoenaed|subpoena|administrations|indictment|blinken|afghanistan|afghan|testify|taliban|committee|secretary|issued|terrorist|department|administration
IECVAL3G7M_LNJDIG1280G60RH,husseini|deputy|constable|fatally|shooting|suspect|shot|officers|bullet|criminal|murdered|houston|police|arrest|harris
IFAWNU7JEA_FPDAGHSUU81HE3L,costco|fees|cost|fee|membership|expenses|prices|memberships|profit|revenue|paying|premium|price|renewals|rewards
IFH99WYLUM_IW9DRA1QGURBVEY,hiker|autopsy|hikers|cave|coroner|grubb|unsolved|nicholas|digging|remains|detective|appalachian|mystery|overdose|discovered
IFSQYGLMSC_CEP6FOYI7087CL6,smears|screening|screenings|hpv|papillomavirus|gynecologists|cervical|gynecologist|cytology|cdc|clinic|smear|gynecology|vaginal|tests
IJPSK17QK2_CD2MI1K1WK8PC39,polls|candidates|election|voters|polling|candidate|elections|presidential|electoral|nominee|ballot|caucuses|votes|voting|democrats
IKZENTN0JT_83WGS54TZCCVH85,moscow|poltava|ukraine|missiles|missile|russia|putin|zelensky|russian|rubble|ukrainian|vladimir|kyiv|zelenska|attacks
ILA42RKOQH_Q17Q327D0ZNO6PW,transparency|transparent|biocompatible|experimented|invisible|dye|breakthrough|biological|coloring|mice|ultraviolet|dyes|skin|visible|serum
IM4IVLU8WM_GQ9VCRUE8043KTX,ugandan|uganda|bobi|museveni|kyagulanyi|wine|kampala|politician|elected|yoweri|presidential|elections|president|shooting|alleged
IP9EQSB81F_SHT73ULWUVWWGHQ,pitt|pittsburgh|suspect|campus|students|university|police|incident|student|arrested|synagogue|investigation|carnegie|violence|jewish
IPJZ2BG3B5_HFNT915EDIPNZ8P,detainees|isis|syrian|prisoners|syria|recaptured|detention|captured|fled|escaped|militants|iraqi|escapees|terror|iraq
IV7U6TG4CH_WXA71WRXWEOVNXY,archaeologist|excavation|digging|archaeology|dig|buried|discoveries|aberdeen|unearthed|discovered|digs|garnet|scotland|explore|ralph
IY93SRP0OB_ID574N8AFMI6OGH,indictment|propaganda|cnn|media|prosecutors|accused|fbi|kremlin|russians|orchestrated|russian|alleged|news|putin|investigation
IYBJ9K62PP_E9JPC3Q7GMX09A7,drowning|sank|autopsy|lungs|deaths|dry|died|autopsies|sea|death|air|yacht|patients|medically|bodies
J2IKD97ZDO_ZBT8HHHG58BGCD4,wall|harris|walls|border|borders|bipartisan|vice|criticized|kamala|prosecutor|trump|criticizing|congressional|barriers|immigration
J67RKZ3JZT_3RE9J0QZKA852PO,gunshot|massacre|shooter|alissa|gunshots|shooting|suspect|gunfire|gunman|courtroom|ruger|murder|aliwi|defendant|victims
J9EZP08G09_6RG59EMO8PVI948,inmates|niger|prisons|congo|correctional|prisoners|prison|kinshasa|corpses|jails|detainees|killed|bloodied|gunfire|escaped
JI0OK5VNVR_LY3QHO96KVWXB08,costco|fees|cost|fee|membership|expenses|prices|memberships|profit|revenue|paying|premium|price|renewals|rewards
JKSWHUCYUI_I1PJ3XT1UMQ89OW,campaigning|candidates|reelection|candidacy|candidate|ballot|harris|election|elections|presidential|ballots|nominee|polls|voters|clinton
JMADA6N8SQ_MB8G5E09744NA8X,ballot|ballots|kennedy|candidate|judge|voting|presidential|defendant|elections|appeals|robert|trump|donald|carolina|court
JSME3QRJCR_BOQX6KTFUFO3KB1,phones|smartphones|classrooms|distractions|teens|students|school|kids|schools|phone|children|childhood|youth|preteens|parents
JV1SFHSUWC_HMP60D1JJL6DCU5,arrest|arrested|shrines|tokyo|shrine|japan|allegedly|japanese|defacing|shinoyama|temple|repatriation|charges|indecency|kishin
JYDDN3V73K_0B7DME22M99HBUX,sheikh|detainees|dhaka|detained|bangladeshi|bangladesh|prisoners|prison|alam|arrest|handcuffed|tortured|detention|mirrors|alleged
JZLG1H9E02_0W0K1BVL85QXA4W,mueller|simes|putin|accused|indictment|russian|alleging|moscow|investigation|laundering|vladimir|trump|fbi|justice|dimitri
K0C194ZZ8O_4P1Y0FVOVI1TV1T,venezuela|venezuelan|gonzalez|gonzález|venezuelans|machado|maduro|prosecutor|conspiracy|presidential|arrest|terrorism|alleged|investigation|suspected
K1KYEVDTOF_B6J1EN3CDRJB7J0,venezuela|venezuelan|gonzalez|gonzález|venezuelans|machado|maduro|prosecutor|conspiracy|presidential|arrest|terrorism|alleged|investigation|suspected
K3LGRF9UT8_QN43WWAZU12P1GJ,accused|defendant|defendants|rape|alleged|prosecutors|crimes|trial|detention|rapes|investigation|courtroom|court|assault|raping
K4PXWHDQ14_GROVBN3EWFLL6C0,venezuela|venezuelan|caracas|seized|colombian|sanctions|dominican|airplane|mexico|seizing|plane|aircraft|arrest|presidential|illegally
K6342S9VTP_JNB4J3VF3LLR0DK,judiciary|justice|courts|judges|court|ethics|controversies|enforceable|judge|enforce|impartiality|impartial|enforcement|tribunal|law
K9WAU3J8X3_AH2T21L6BMCT4LT,sentencing|prosecutors|perry|convicted|accused|indicted|ketamine|plea|arrested|prison|alleged|trial|plasencia|charges|attorney
KAE71MLWRA_KCRO4L67U6OG8LS,sentencing|convicted|prosecution|prosecutor|indictment|prosecutors|prosecuted|convictions|convict|judge|plea|testified|hearings|pardon|guilty
KB8MBE4Y7W_30YYYM6CJ2BO3RG,venezuelan|detained|venezuela|navy|sailor|caracas|detention|citizen|citizens|enforcement|security|prisoners|criminal|dominican|service
KCJVHBBEAH_6FOHKCLWPF241V1,tourism|tourists|nz|zealand|tourist|costs|cost|travel|fees|travelers|ivl|visit|visiting|destinations|fee
KDPERKABA6_K4QYCM3DWC5NMVJ,appeals|court|sentencing|judge|judges|appeal|defendant|prosecutors|conviction|sentenced|incarceration|ruling|judgment|proceedings|lawyers
KH5PO11D8K_1Y0HBEVL83VJURY,indictment|defendant|arraignment|court|plea|pleading|prosecutors|judge|trump|presidential|jury|charges|allegations|witnesses|hearing
