UniqueID,Keyword
GPMP3KQ9MV_KG6YJGPTDBCMXJY,kyiv|donetsk|ukraine|kursk|shevchenkivskyi|moscow|explosions|missiles|holosiivskyi|explosion|ukrainian|missile|pokrovsk|kremlin|kharkiv
H2T07V5XUO_5GL89U4IUBCDOG0,postliberal|postliberals|vance|postliberalism|conservative|conservatives|republican|liberal|hillbilly|catholic|authoritarian|populists|nationalist|presidential|political
H6NLYD5DGF_7UY6YX0T61HMW6E,taliban|kabul|afghan|afghanistan|bombing|islamabad|islamic|mosques|shariah|civilians|khalid|bomber|zadran|attacks|suicide
HABHRTZFBM_1S5NMMXQ7MXQJM4,castro|tegucigalpa|trafficking|corruption|corrupt|narco|honduran|carlos|honduras|extradition|overthrown|coup|zelaya|drug|traffickers
HALDG0Y3MN_VOA3KOBHGRIMCI4,hospitals|warren|hospital|sanders|testifying|bankruptcy|testify|boston|massachusetts|subpoena|patients|dr|lawyers|steward|bernie
HFZMYRMNBR_0D90E52Z1YRBCO1,yoon|korea|koreans|seoul|kishida|korean|leader|election|summit|secretary|leaders|minister|hayashi|japan|meeting
HJSDL6FCEK_DO73NQ69M14AVZ0,kyiv|ukraine|ukrainian|lviv|donetsk|putin|zelenskyy|moscow|reshuffling|kuleba|russian|vladimir|kursk|resigned|resign
HSFJXO5T9Y_PSPQ97F4A6SGIWW,yacht|boat|boats|sailing|shore|hull|barcelona|spain|hydrofoils|port|taihoro|kiwis|refitted|emirates|crew
HVRNPMCVR6_9I7PDH6JC8BDP3R,beirut|alaqad|lebanon|gaza|journalist|palestinian|hamas|journalists|israeli|journalism|palestinians|israel|abu|qatar|news
HW5GY5QOVG_1ORMQZFJE1ZP312,musk|trump|censor|donald|twitter|privilege|media|harris|apnews|suspended|spokesperson|candidate|presidential|endorsed|cnn
I8I0L4LDRP_QQN1LG4PAB7X54D,bangkok|paetongtarn|vajiralongkorn|thai|thailand|thaewanarumitkul|thaised|sri|chalermchai|shinawatra|prinya|ousted|thaksin|ministers|appointing
IGIT8XIICH_DC26O13F18Y6N0G,marines|training|military|briefing|japan|marine|combat|australia|pacific|army|taiwan|melbourne|australian|fighters|japanese
IGK3K0R9MJ_7BL3GBJDAIF8ASO,referendums|ballots|referendum|voter|balloting|signatures|voters|fraud|swiss|switzerland|elections|falsified|geneva|cantons|votes
IH608TAUYC_QLYS71DM5ZKVJOL,caucus|lawmakers|legislative|legislature|legislation|veto|funding|reparations|californians|proposals|sacramento|proposal|senate|efforts|federal
J9KIBLG2EU_C7CCZMJEI98Q611,hospitals|hospital|bankruptcy|lawyers|proceedings|court|medical|subpoena|proceeding|patients|boston|la|testifying|massachusetts|dr
JCSFU7ALV9_PVNNMFLQNG29RSX,jia|taiwan|beijing|guo|chinese|immigration|japan|tokyo|chinatowns|hong|migrants|japanese|yen|china|immigrant
JM4RR4Z39X_7BUN0H3DTR5P5V5,mexican|mexico|candidates|candidate|lópez|andrés|elections|rojo|electoral|politically|morena|monreal|presidential|overturned|presidency
JMZX6HS75O_3D1W30WS0CKRG2G,reelection|virginia|governor|elected|nomination|governors|democrat|va|elections|earle|statewide|richmond|veteran|delegates|terry
JUASYNAZHY_HHITH5FYSIFLMPC,rapper|rappers|quan|thug|meek|rap|mixtapes|lamar|lil|fame|hip|dj|beatz|remix|hop
K060KF18TG_SYUUHA12OV5M1N1,bahraini|bahrain|emir|emirates|arab|saudi|imprisonment|khalifa|prisoners|dubai|ahmed|arabia|prison|pardoned|imprisoned
K8ILUCQFWU_VKO7VF8NYTA3107,netanyahu|hamas|gaza|israeli|strike|palestinian|israelis|biden|strikes|israel|aviv|militants|benjamin|joe|protests
KS75VVJ4CY_PYEZG8ULVVFWML6,serbia|sanctions|putin|balkans|serbs|nato|balkan|belgrade|vladivostok|vladimir|moscow|russia|ally|russian|ukraine
KTQCIAKYTG_JWSRBS9VAQIGQO7,gaza|hamas|netanyahu|israeli|palestinian|palestinians|aviv|israelis|israel|tunnel|tunnels|hostage|hostages|jerusalem|militants
L0PDAN0TM9_4M6K18YWLNOEB73,castro|honduras|honduran|tegucigalpa|hernández|dictator|juan|hondurans|extradition|carlos|corruption|narco|mexico|ousted|coup
L30IPTNXD6_0EUV3L9CT6M5WW0,hitter|inning|giants|chapman|melvin|diamondbacks|homered|homer|pitches|strikeouts|martinez|grichuk|rbi|dodgers|mlb
L3JPU051UI_M1VNG18H0XTQFQ4,reelection|candidates|polls|election|elections|partisan|democrats|voters|polling|ballot|democrat|trump|ballots|debates|pennsylvania
LBM360XIET_YLLLAMHZE5DUVD9,prosecution|indictment|courtroom|justices|court|prosecutions|accused|prosecutors|judge|presidency|presidential|conviction|unconstitutional|investigation|trump
LDH1T9V7C3_983V8QXQD9PEK8V,nato|brics|alliance|turkey|ankara|turkish|international|joining|erdogan|nations|eu|cyprus|institutions|join|azerbaijan
LEF0RM58RH_AN01ITHAMVKPK2D,cadets|assault|assaulted|guard|offenders|harassment|allegations|misconduct|perpetrators|accused|disciplinary|protecting|victims|prosecuted|alleged
LMKQVMEC1B_JGSGTQRWKQJCUHQ,erdogan|turkish|turkey|istanbul|protest|protesters|stray|dogs|protester|animals|animal|dog|demonstrators|activists|law
LN183JSDXU_BNJP9P28P8PN7JQ,māori|maori|ngaruawahia|ngāruawāhia|tūrangawaewae|waiata|waikato|zealanders|tuheitia|tūheitia|zealand|maunga|monarchs|auckland|monarch
LQS0YTUMVC_WKZUHZ124A3CHR6,macedonia|macedonian|balkan|skopje|ankara|turkish|turkey|gulen|erdogan|suzan|foreign|cooperation|ally|strategic|hristijan
M7GAGU08JX_H7352LSY7LHBP2R,tankers|tanker|emirates|dubai|hamas|yemen|oil|terrorism|arab|gaza|missiles|explosives|saudi|ships|arabia
MBO9S7FJGJ_RKT09KQS1WYXIRA,salem|shooting|shot|killed|deputies|officers|police|suspect|killing|dakota|patrol|died|troopers|chase|deputy
MIAPSM09O4_3P7FEGRULTM9TFL,homicide|victims|intoxication|park|injury|parking|moriarty|injuries|crash|parked|driving|criminal|deadly|bailey|negligence
MMUE9AABOO_2JQ26YT8FNDWSB2,aliwi|ahmad|alissa|prosecutor|prosecution|shooter|prosecutors|insanity|attorneys|delusions|victims|trial|victim|testified|hallucinations
MW5XIUPM52_7P9F0RCFNEJZWTX,missile|tehran|missiles|ballistic|iran|iranian|dubai|israel|targets|hezbollah|projectiles|lebanon|emad|israeli|threat
MWMBDG0RDG_BHDAZOT42FG4IGY,brewers|outfielder|brewer|batting|hicklen|mlb|inning|rbis|batted|homers|milwaukee|reds|cincinnati|roster|royals
MZGNLAIDZQ_9PEBS9YQG5QZ1K2,blood|manassas|bhatt|body|jail|felony|court|judge|virginia|prosecutor|dead|died|bail|va|investigation
N2FG3G7WXC_V2Z2F49RQE04KX0,subpoena|testified|blinken|testify|afghan|afghanistan|presidential|committee|issued|investigation|secretary|testimony|congress|chairman|taliban
N3KLK3BRKW_EXUTA2LAYADSRHB,guo|indonesia|indonesian|philippines|manila|jakarta|filipino|philippine|marcos|arrested|arrest|extradition|malaysia|deportation|accused
N76F097M94_CFOEECZXNOWLLZK,candidates|candidate|ballot|dahlstrom|alaska|alaskan|juneau|election|elected|hafner|republican|votes|nick|howe|convicted
NB39TLJWOM_6BSDXG9THXDA5YS,kuleba|diplomat|resigned|ukraine|diplomacy|resignations|ukrainian|ministers|minister|secretary|departure|kyiv|political|leave|zelenskyy
O0WYWR9RPX_CZMJJKXF3MLOJ4U,jailed|detained|burke|suspended|enoch|imprisonment|dublin|prison|galway|teacher|irish|executed|fired|school|garda
O26ILE2GGB_Y9OF8XJABN0BLO3,housekeeping|housekeepers|housekeeper|hotel|hotels|lodging|hoteliers|hospitality|cleaning|rooms|workers|occupancy|worker|marriott|workforce
O6A03US5FB_9O1P2EIBJ84EZDH,teacher|classroom|shooter|educator|nypd|bullet|schools|students|violence|education|school|threatening|classes|injuries|aiming
OAS2GTWG5L_SLJ2M4NT4EJX9RI,milad|libyan|libya|tripoli|rahman|dictator|moammar|hamid|gadhafi|perpetrators|killed|zawiya|killing|dhawi|abdul
OCU0M3B2U0_GTK2G8L5NAIUR22,eu|brussels|gender|executive|leyen|belgium|candidate|european|women|nominee|female|commissioners|von|union|leaders
OJDV22UQA5_0ZRR8XF4UCULUCN,groomsman|groom|murder|wedding|bride|flint|struck|newlywed|taylor|prosecutor|shirah|couple|attorney|michigan|leyton
OPQ5GY4K4F_5V2RSX76HGUKB5S,candidates|candidate|reelection|partisan|nominee|campaign|presidential|democrats|election|political|elections|trump|politics|primaries|voters
ORGZ951B57_1GOUZWDFGTYLF7G,pollution|polluting|pollutants|landfills|environmental|plastics|microplastics|waste|environment|polluters|plastic|trash|nanoplastics|cities|produce
OSSWH36C3E_9GY02J23YD1ZKVM,netanyahu|hostages|hostage|gaza|hamas|israelis|israeli|palestinian|aviv|israel|captives|hezbollah|benjamin|kidnapped|protests
P5Y584TOWF_BXK5EZU8BO8CHDA,brazilian|janeiro|paulo|sanction|enforcement|sao|brasilia|rio|upheld|enforce|fines|rulings|justices|justice|court
PDOAEFLH8A_9TFTG3WINPK8I65,juan|puerto|rico|crash|avocados|azua|victims|injuring|truck|pesqueira|injured|passenger|dominican|san|bar
PKB6LTR4GS_RPVRJ4ALRVMFW8B,wilburn|indicted|prosecutors|convicted|accused|embezzlement|taxpayers|attorney|shannon|jackson|auditor|resigned|fines|county|tax
PVVMFI9NDF_JG13HOSH4N0A3AZ,cyprus|nicosia|cypriot|helicopter|island|kilometers|rescued|rescue|mediterranean|sailor|kilometer|lebanese|falling|unharmed|sea
Q1C13PIX92_2AQL2WMAVNG5UNE,firearm|guns|firearms|gun|washington|weapons|maryland|shooting|crime|homicides|armament|states|laws|dealers|law
Q7P9LZ57BD_CMNLVJ0Z4UQRJ5Q,aliyev|azerbaijan|azerbaijani|armenia|armenian|election|caspian|elections|independents|baku|haidar|parliament|musavat|parliamentary|polls
QIZ4TWM4K8_MCIOK3VJJ0UH0X5,migrants|smugglers|wimereux|boat|boats|migrant|maritime|vessel|sinking|fishermen|waterway|french|britain|seas|sank
QS8KGZI5PI_D2G3HORDJTYQM16,george|arrest|georgia|arrested|murder|lafayette|suspect|stabbed|suspects|ga|killed|montgomery|mcdonald|crime|jefferson
QSHYL75SW2_XXTF4LDZL1IR7TH,avignon|alleged|raped|defendants|crimes|pélicot|rapists|rape|alleging|accusations|testified|testify|trial|criminals|allegedly
QVYXKUAUJR_S773IYLAMGC83O5,telangana|andhra|floods|hyderabad|flooding|reddy|disasters|vijayawada|chandrababu|disaster|monsoon|pradesh|rains|villages|rain
QYBC84WTPU_814O7TXLVZN6E4N,honolulu|hawaii|oahu|murder|prosecuting|shooting|fatally|arrested|shooter|criminal|firearm|charges|shot|police|investigation
R53DN6T167_05DYQMM045H1XG0,beirut|lebanon|hezbollah|lebanese|syria|syrian|syrians|damascus|gaza|israel|aleppo|israeli|palestinian|hamas|assad
RKK65SZVP4_J1F7F7VTJ8RSMHB,eagle|eagles|feathers|birds|bird|wildlife|branson|billings|montana|sentenced|indictment|trafficking|prosecution|ring|hawks
RNDWZ56PK8_6LR5VOLE8CSQGR7,voteref|voter|voters|elections|judge|registrations|election|lawmakers|privacy|federal|registration|disenfranchised|albuquerque|discriminated|prosecutors
RTTU7PCF1Q_T2AS0Z7HDWLQ9VL,suv|claxton|nissan|highway|ford|georgia|ga|southbound|ambulance|savannah|passenger|crash|wreck|lanes|lane
RUFO8L92NS_OTF3TVFOF9FD7PA,bear|hunting|bears|wildlife|hunters|hunt|hunted|sweden|scandinavian|norway|swedish|animals|carnivore|norwegian|carnivoran
S2PLB5068T_WE4S6B5WEBIVRE0,thrones|tyrion|throne|auction|stark|jaime|lannister|armor|memorabilia|auctions|costumes|leather|items|jon|sword
SKP9ER5OKI_F74O8GXPHP0GU8C,conviction|sentencing|imprisonment|convicted|sentenced|obstruction|capitol|detention|prison|indictment|defendant|prosecutors|enforcement|criminal|probation
STPCNG0MMW_LADH39WD6S53V5M,indictment|prosecution|prosecutors|accused|indicted|schulman|cases|trial|evidentiary|allegations|case|jury|court|attorneys|judge
T2S686LC6L_H4K8LGFP4RI5SAB,ukraine|ukrainian|zelenskyy|kyiv|diplomat|kuleba|ambassador|kursk|russian|sybiha|zhelezniak|yaroslav|poltava|minister|parliament
TFPNAUCB5J_7B3X3IEC8UTV4GY,abortion|abortions|alaska|unconstitutional|parenthood|restriction|pregnancy|juneau|constitution|restrictions|hawaii|anchorage|contraceptive|ruling|restrictively
TK52B11J5X_N8VHOIM5BHE2DX3,mtimkulu|fraud|sentenced|convicted|prasa|corruption|johannesburg|crimes|africa|crime|bribes|cape|forgery|prison|alleged
TLTDFJIT6J_CXS9RZHM4FQGG87,mongolia|putin|mongolian|russia|arrest|kremlin|russian|soviet|ukraine|manchuria|hague|vladimir|suspects|warrant|enforcement
TOX125T08M_8HTKAAZH5MMG4HQ,sentencing|sentenced|amato|prison|punishment|crime|noah|teenager|aggravated|charges|prosecutors|florida|firearm|plea|teen
TS0KJPNH37_DKKP51ZTV33KLS4,tallahassee|florida|boat|titanic|fla|boats|sinking|coast|reef|reefs|ship|voyage|coastal|atlantic|gulf
UE3MOHHIX9_AX6XH9SU706XB95,peacekeeping|haiti|haitian|haitians|troops|caribbean|mission|secretary|gangs|nations|deployed|government|funding|gang|security
UT7BTPKII7_B2HK0IFX425WX6W,venezuela|venezuelan|airplane|airlines|aircraft|planes|boeing|plane|flight|jet|smuggled|cuba|747|airport|faa
UU6BN4FCRW_UNIGX8QI02VXW4T,nato|alliance|brics|international|nations|turkey|turkish|russia|erdogan|iran|eu|countries|emerging|kremlin|putin
V9RJFBVC2F_H7UJOXN5JLNBU7Q,whale|whales|beluga|carcass|sea|putin|hval|marine|vladimir|ingøya|norwegian|fishing|russian|moscow|fishermen
VC2GKT4AS1_ZD9ZV2SSKCIDZG4,accused|juror|bribery|bribe|defendants|jurors|fraud|prosecutors|acquitted|defendant|acquittal|convicted|allegedly|trial|guilty
VDX66F9M5P_538FH1WLTCERXA2,judgeship|judges|justices|judgeships|judge|judicial|mexico|courts|appeals|senate|lópez|candidates|candidate|court|elections
VEGSQ11LD5_D5W8HO145CM8OFS,kennedy|oswald|1963|assassination|dallas|footage|camera|limousine|film|capturing|shot|filmmakers|fbi|assassin|photographer
VFURNTPTU4_I5A26VXFO9B88LA,copenhagen|denmark|norwegian|norway|nordic|viking|oslo|iceland|sailed|survivors|sail|drowned|islands|rescuers|coast
VW26FIW2AT_47TGT5BX888BELZ,mexico|mexican|protests|lawmakers|protest|protesters|congressional|judicial|judiciary|legislators|congress|constitutional|judges|protester|congressmen
W7ZWGMY1JX_QY4M2UDI2MCRT2O,ballots|voter|citizenship|voting|elections|deported|voters|citizens|citizen|vote|election|illegally|amendments|registering|register
WDPTE7DXTH_K8CIRFDPVRQDE21,postliberals|postliberal|postliberalism|catholic|catholics|catholicism|liberalism|vance|conservatives|authoritarian|liberal|theology|republican|political|ideology
WEJ07CN6YL_NDTSS0DB5IQ5C6D,belarus|moldova|hungarian|ukraine|eu|latvia|hungary|putin|lithuania|czech|european|poland|russia|kyiv|serbia
X43X2WR50W_P1UT7PM9EIS2GWX,georgia|firearm|ga|savannah|guns|enforcement|firearms|gun|outlaw|ordinance|jail|belt|lock|carrying|carry
XE6Y4DW0EC_CTRJ8CUU10HGAR2,hungarian|putin|orbán|hungary|luxembourg|brussels|eu|belgium|belgian|budapest|european|moscow|europe|russian|ukraine
XQQ5MFZGGZ_5HZ416Q5B1ZVRC3,steelworkers|steel|tariffs|rust|biden|harris|bid|presidential|shareholders|opposes|american|ownership|pittsburgh|reelection|states
XWRMFQBIMB_TF4UDQULIFH3P98,shooting|shooter|gunfire|acquitted|ammunition|bullets|alissa|fatally|shootings|aliwi|denver|shot|murder|gun|firearms
