UniqueID,Title,Author,PTime,DTime,MentionSourceName,MentionIdentifier,Content
0YAUYKZD2S_DOPJKMFY90IXDQL,Ceasefire talks gain ground even as IDF continues attack,Reuters,"Last Updated: Jan 24, 2024, 11:19:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/defence/ceasefire-talks-gain-ground-even-as-idf-continues-attack/articleshow/107123524.cms,
10GLIPPQTT_KH49G5DTEJS6OJF,"AMU minority status: How can Centre not accept 1981 amendment by Parliament, asks SC",PTI,"Last Updated: Jan 24, 2024, 05:51:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/india/amu-minority-status-how-can-centre-not-accept-1981-amendment-by-parliament-asks-sc/articleshow/107117466.cms,
11RMVTM1F9_LEES9U9M1PX6STA,"Bharat Ratna award to Karpoori Thakur reflects Modi government's desperation, hypocrisy: Congress",PTI,"Last Updated: Jan 24, 2024, 10:17:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/bharat-ratna-award-to-karpoori-thakur-reflects-modi-governments-desperation-hypocrisy-congress/articleshow/107100796.cms,
15XHYC9PTN_JYL7OV16KVJ27RI,"Fashion resale site Vestiaire Collective launches crowdfunding, eyes IPO in 2025",Reuters,"Last Updated: Jan 23, 2024, 10:44:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/fashion-resale-site-vestiaire-collective-launches-crowdfunding-eyes-ipo-in-2025/articleshow/107070773.cms,
197ATUGBMV_ZUXJB1F1W9CLL7I,Delhi HC refuses to interfere with Lokpal proceedings against Shibu Soren,PTI,"Last Updated: Jan 22, 2024, 05:12:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/delhi-hc-refuses-to-interfere-with-lokpal-proceedings-against-shibu-soren/articleshow/107055312.cms,
1AK7LL6WNN_CT54BAIEXFF9N0E,FTSE 100 jumps to 10-day high as luxury stocks gain,Reuters,"Last Updated: Jan 26, 2024, 02:41:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ftse-100-jumps-to-10-day-high-as-luxury-stocks-gain/articleshow/107166686.cms,
1AX8982604_FIS6OSRW4SYPQCL,"Ahead of Republic Day, security agencies put on high alert along Indo-Nepal border",PTI,"Last Updated: Jan 24, 2024, 02:35:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/defence/ahead-of-republic-day-security-agencies-put-on-hight-alert-along-indo-nepal-border/articleshow/107109233.cms,
1BG9HKUKNF_YAN4622GEZOZOBY,Budget 2024: India likely to announce social security fund for informal workers,ET Bureau,"Last Updated: Jan 29, 2024, 01:52:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-india-likely-to-announce-social-security-fund-for-informal-workers/articleshow/107038576.cms,
1BL2BO06VG_H8R98YARZ6U2YLV,"India to insist on WTO taking its decisions via consensus, not votes",ET Bureau,"Last Updated: Jan 22, 2024, 10:42:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/india/india-to-insist-on-wto-taking-its-decisions-via-consensus-not-votes/articleshow/107061230.cms,
1CH0EYEOTG_UJ1N58R3AIXCF8Y,"'Ram is Not Dispute, Ram is the Solution'",ET Bureau,"Last Updated: Jan 23, 2024, 04:39:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/jan/23/et-front/ram-is-not-dispute-ram-is-the-solution/articleshow/107063221.cms,
1E7VI4O5H3_2IH1ESSI9EU40MY,R-Day 2024: From first twin seater Tejas to record increase in defence capital budget: India's 'Atmanirbharta in Defence',ET Online,"Last Updated: Jan 26, 2024, 09:46:00 AM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/defence/r-day-2024-from-first-twin-seater-tejas-to-record-increase-in-defence-capital-budget-indias-atmanirbharta-in-defence/articleshow/107158328.cms,
1I2WK8RT4E_651Y6UITXZWGT8E,Tata Steel Q3 results today: 5 things to know for Dalal Street ahead of announcement,ETMarkets.com,"Last Updated: Jan 24, 2024, 10:59:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tata-steel-q3-results-today-5-things-to-know-for-dalal-street-ahead-of-announcement/articleshow/107099627.cms,
1J4DR2LV5M_I6UBIOCW8JAGXQU,"Modi, Macron talks focus on defence, industrial ties",ET Bureau,"Last Updated: Jan 26, 2024, 07:24:00 AM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/defence/modi-macron-talks-focus-on-defence-industrial-ties/articleshow/107154675.cms,
1KDPNQ8KEL_EPQT2KW5A0NA9CQ,"Upsurge seen in first-time, young voters in latest electoral rolls",ET Bureau,"Last Updated: Jan 25, 2024, 11:23:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/elections/lok-sabha/india/upsurge-seen-in-first-time-young-voters-in-latest-electoral-rolls/articleshow/107123754.cms,
1N2FFL7LG7_L7Z7KF361TPZ7R0,Bloc government on verge of collapse; BJP keeps Nitish Kumar waiting,ET Bureau,"Last Updated: Jan 26, 2024, 11:05:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/bloc-government-on-verge-of-collapse-bjp-keeps-nitish-kumar-waiting/articleshow/107174575.cms,
1VRZCF9VTF_A48CUQLX59RBSEC,"Alabama executes a man with nitrogen gas, the first time the new method has been used",AP,"Last Updated: Jan 26, 2024, 11:05:00 AM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/alabama-executes-a-man-with-nitrogen-gas-the-first-time-the-new-method-has-been-used/articleshow/107162221.cms,
1X1DG5DD9P_1DGIOCEY221EHA6,Assam CM promises swift rehabilitation for ex-ULFA cadres in meeting with pro-talks delegation,ET Bureau,"Last Updated: Jan 25, 2024, 09:34:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/india-unlimited/assam-cm-promises-swift-rehabilitation-for-ex-ulfa-cadres-in-meeting-with-pro-talks-delegation/articleshow/107153375.cms,
22DSDSE9VI_GI54PEHQHJA40G8,Gulshan Homz buys 2.5-acre land in Noida for Rs 150 core,ET Bureau,"Last Updated: Jan 22, 2024, 09:55:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/gulshan-homz-buys-2-5-acre-land-in-noida-for-rs-150-core/articleshow/107060668.cms,
236TSSK4RQ_I1P453DOTZAN43Y,Meitei group 'Arambai Tenggol' to hold meet with Meitei MLAs and MPs on January 24,ET Bureau,"Last Updated: Jan 24, 2024, 01:18:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/india/meitei-group-arambai-tenggol-to-hold-meet-with-meitei-mlas-and-mps-on-january-24/articleshow/107106754.cms,
2489IXUUWO_SDE9K7NSRS66DNK,"37 MLAs, 2 MPs attend Meitei meet in Imphal",ET Bureau,"Last Updated: Jan 25, 2024, 12:04:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/37-mlas-2-mps-attend-meitei-meet-in-imphal/articleshow/107123957.cms,
2BC1GZLCIU_SOD8OPC23V14PIV,Ayodhya Airport Ticks All Boxes to Receive VIPs,ET Bureau,"Last Updated: Jan 22, 2024, 03:30:00 AM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/jan/22/et-front/ayodhya-airport-ticks-all-boxes-to-receive-vips/articleshow/107035916.cms,
2C65BCX6DO_4X8WQA4HRR30YVP,"French President Emmanuel Macron arrives in Jaipur, to hold roadshow with PM Modi",ANI,"Last Updated: Jan 25, 2024, 03:37:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/india/french-president-emmanuel-macron-arrives-in-jaipur-to-hold-roadshow-with-pm-modi/articleshow/107143953.cms,
2IKP3R2O8J_2SLO6Q3VX9XAHTH,Unacademy elevates Jagnoor Singh as COO of offline centres business,ETtech,"Last Updated: Jan 25, 2024, 07:48:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/tech/startups/unacademy-appoints-cbo-jagnoor-singh-as-coo-of-offline-centres-business/articleshow/107144972.cms,
2LD4Q4H4BE_B7K2P7OMV865J78,H&M pulls ad accused of sexualising kids,AFP,"Last Updated: Jan 23, 2024, 06:57:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/international/business/hm-pulls-ad-accused-of-sexualising-kids/articleshow/107064664.cms,
2LE0RRJMKF_HD26P1A03EUSNMB,Budget 2024: The fast charging for consumer durables’ journey from Make in India to Innovate in India,ET CONTRIBUTORS,"Last Updated: Jan 25, 2024, 02:47:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/budget-2024-the-fast-charging-for-consumer-durables-journey-from-make-in-india-to-innovate-in-india/articleshow/107141391.cms,
2MPHHGW1C6_GJRJXLLF1UV17CH,"Lenders, finance companies power India Inc's double-digit profit growth",ET Bureau,"Last Updated: Jan 22, 2024, 08:12:00 AM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/lenders-finance-companies-power-india-incs-double-digit-profit-growth/articleshow/107038336.cms,
2O11NHBVS8_BDABTOOH38V4XNM,"Son meeting history-sheeter wrong, should not have happened: Maharashtra Deputy Chief Minister Ajit Pawar",PTI,"Last Updated: Jan 26, 2024, 04:14:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/son-meeting-history-sheeter-wrong-should-not-have-happened-maharashtra-deputy-chief-minister-ajit-pawar/articleshow/107168638.cms,
2O29DK4ZPE_39JVPY8FYA0JOQK,Wolf Moon 2024: When and where to catch a glimpse of the first full moon of 2024 this week,ET Online,"Last Updated: Jan 25, 2024, 10:25:00 AM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/science/wolf-moon-2024-when-and-where-to-catch-a-glimpse-of-the-first-full-moon-of-2024-this-week/articleshow/107132027.cms,
2PWIP1RHQG_V27CIC04MWPM7GE,"Indian Coast Guard bolsters maritime defence with ₹1,070 crore deal for 14 fast patrol vessels",ET Online,"Last Updated: Jan 25, 2024, 12:28:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/defence/defence-ministry-seals-rs-1070-cr-deal-with-mdl-for-procuring-14-fast-patrol-vessels/articleshow/107119733.cms,
2TMULN5G40_Z539BV732ZZDBV3,"No stone-pelting, civilian death in J&K in 2023: Amit Shah",ET Bureau,"Last Updated: Jan 26, 2024, 12:08:00 AM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/defence/no-stone-pelting-civilian-death-in-jk-in-2023-amit-shah/articleshow/107154631.cms,
2TN091KIXV_6TQ0K8ULZSFJESD,Khazanah in talks to lead Oyo Hotel’s $400 million fund raise,Bloomberg,"Last Updated: Jan 25, 2024, 01:22:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/tech/funding/khazanah-in-talks-to-lead-oyo-hotels-400-million-fund-raise/articleshow/107138506.cms,
2UHWQS34XN_YW8OU98IU5G0FSJ,"Hit Man: See release date, trailer, cast, plot and more",The Feed,"Last Updated: Jan 23, 2024, 11:51:00 PM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/international/us/hit-man-see-release-date-trailer-cast-plot-and-more/articleshow/107091902.cms,
2US9YYPYHR_ZK0YXL1PILIAGQU,"Oppn skips Ram temple event; Rahul protests after being stopped from visiting Assam temple, Mamata leads all-faith rally",PTI,"Last Updated: Jan 23, 2024, 10:46:00 AM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/oppn-skips-ram-temple-event-rahul-protests-after-being-stopped-from-visiting-assam-temple-mamata-leads-all-faith-rally/articleshow/107059031.cms,
2UVHTPLU3F_2X3FDZ1DZVD6M0P,SoftBank offloads another 2% stake in Paytm,ETtech,"Last Updated: Jan 24, 2024, 02:53:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/tech/funding/softbank-offloads-another-2-stake-in-paytm/articleshow/107106760.cms,
2W1AE7ISXT_1C5COZ67LAZX9X8,"Axis Bank's Q3 net up 4%, expects a war for deposits",ET Bureau,"Last Updated: Jan 24, 2024, 05:48:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/axis-banks-q3-net-up-4-expects-a-war-for-deposits/articleshow/107095955.cms,
2WMP6HVC6G_63Y0855DN4M1PQH,Indian electronics maker Dixon expects near-50% FY rev growth in 2024: Executive,Reuters,"Last Updated: Jan 23, 2024, 04:48:00 PM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/indian-electronics-maker-dixon-expects-near-50-fy-rev-growth-in-2024-executive/articleshow/107084561.cms,
2XIGEJ3AS6_ORJPVTDB2AJIEY6,"MCD's education department bans strikes, criticism on social media by employees",PTI,"Last Updated: Jan 23, 2024, 02:11:00 PM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/india/mcds-education-department-bans-strikes-criticism-on-social-media-by-employees/articleshow/107078254.cms,
2Z6ITP5F15_38A913E4VNRET9M,At least 39 dead in central China fire,AFP,"Last Updated: Jan 24, 2024, 09:57:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/at-least-39-dead-in-central-china-fire/articleshow/107122539.cms,
36GB8DDGX6_Z1IAKGOOAQK6EAK,Flight recorders from Russian plane crash that killed all 74 aboard are reportedly found,AP,"Last Updated: Jan 25, 2024, 03:15:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/defence/flight-recorders-from-russian-plane-crash-that-killed-all-74-aboard-are-reportedly-found/articleshow/107142235.cms,
37R9NTBX4S_2UTF2QDITP9THEG,Farmer groups to observe 'Bharat Bandh' on Feb 16: Rakesh Tikait,PTI,"Last Updated: Jan 24, 2024, 03:46:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/india/farmer-groups-to-observe-bharat-bandh-on-feb-16-rakesh-tikait/articleshow/107112556.cms,
38AY0Y6UTW_GOSEBHG48FPJNZG,No correlation between FPI ownership norms and market fall: Sandeep Parekh,_,"Last Updated: Jan 24, 2024, 02:11:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/fpi-ownership-norms-not-behind-market-fall-yesterday-sandeep-parekh/articleshow/107108893.cms,
3BV0UDIWRS_LUELVWTTOVFFGJB,Ginny and Georgia Season 3: When will it be released?,The Feed,"Last Updated: Jan 24, 2024, 05:18:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/international/us/ginny-and-georgia-season-3-when-will-it-be-released/articleshow/107115197.cms,
3D6818P5ZL_EHC29X7C6I0AX17,"HD Kumaraswamy may contest LS polls if Modi & Shah want him to, says ex-PM Deve Gowda",PTI,"Last Updated: Jan 25, 2024, 05:11:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/elections/lok-sabha/india/hd-kumaraswamy-may-contest-ls-polls-if-modi-shah-want-him-to-says-ex-pm-deve-gowda/articleshow/107147747.cms,
3G1APL3GBD_O82BBO3QKASH4OF,Women's reservation bill: SC grants Centre 2 weeks to respond to Congress leader's plea,PTI,"Last Updated: Jan 22, 2024, 04:54:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/womens-reservation-bill-sc-grants-centre-2-weeks-to-respond-to-congress-leaders-plea/articleshow/107054704.cms,
3I9K98KZMA_ZKVTYWCCKOWJKN2,"Red Sea crisis pressures China's exporters as shipping delays, costs mount",Reuters,"Last Updated: Jan 22, 2024, 11:17:00 AM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/red-sea-crisis-pressures-chinas-exporters-as-shipping-delays-costs-mount/articleshow/107044328.cms,
3NU392U0YE_BWKI3J8SEK9TIJF,Mallikarjun Kharge writes to Amit Shah on 'security issues' faced by Rahul Gandhi in Assam during Congress Yatra,PTI,"Last Updated: Jan 24, 2024, 09:39:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/mallikarjun-kharge-writes-to-amit-shah-on-security-issues-faced-by-rahul-gandhi-in-assam-during-congress-yatra/articleshow/107099883.cms,
3R7V219G79_8DLAIR49DED5XGW,"View: From Europe to the Pacific, world weighs mounting risk of war",Reuters,"Last Updated: Jan 25, 2024, 02:31:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/defence/view-from-europe-to-the-pacific-world-weighs-mounting-risk-of-war/articleshow/107140722.cms,
3W6B13GO5G_36IXBZ498I0VQAI,"About 25% of inventors and entrepreneurs in the US are foreign-born now — our business leaders must articulately describe how migration benefits America, says Harvard Business School's William Kerr",ET Bureau,"Last Updated: Jan 25, 2024, 11:11:00 PM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/et-evoke/about-25-of-inventors-and-entrepreneurs-in-the-us-are-foreign-born-now-our-business-leaders-must-articulately-describe-how-migration-benefits-america/articleshow/107153774.cms,
43RRL2N250_5UGTLL2IB6F9P7P,French President Emmanuel Macron's visit may give push to India-EU trade deal talks: GTRI,PTI,"Last Updated: Jan 24, 2024, 11:43:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/economy/foreign-trade/french-president-emmanuel-macrons-visit-may-give-push-to-india-eu-trade-deal-talks-gtri/articleshow/107103172.cms,
47D62NQGW3_2KZMMEMJYUXVQRW,Mamata reiterates demand to declare Netaji's birth anniversary as a national holiday,ET Bureau,"Last Updated: Jan 23, 2024, 09:03:00 PM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/mamata-reiterates-demand-to-declare-netajis-birth-anniversary-as-a-national-holiday/articleshow/107090431.cms,
49893JTCEY_Z3ORVTKODTNPDRP,"World leaders congratulate India on 75th Republic Day, laud progress in bilateral ties",PTI,"Last Updated: Jan 26, 2024, 06:45:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/india/world-leaders-congratulate-india-on-75th-republic-day-laud-progress-in-bilateral-ties/articleshow/107171524.cms,
4BBKWKX79A_A8VZ32N0L1FDY2G,Prime Minister Modi pays tributes at National War Memorial on Republic Day,PTI,"Last Updated: Jan 26, 2024, 11:00:00 AM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/india/prime-minister-modi-pays-tributes-at-national-war-memorial-on-republic-day/articleshow/107162185.cms,
4BZYSUIUO5_GXR0UF8UIV4NCRS,Doors never closed in politics: Sushil Modi on possible return of Nitish Kumar in NDA,ET Online,"Last Updated: Jan 26, 2024, 03:58:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/doors-never-closed-in-politics-sushil-modi-on-possible-return-of-nitish-kumar-in-nda/articleshow/107168228.cms,
4JBS7OJ5HD_6G25V9GRQTGKKX2,"On 75th Republic Day, women take centre stage",ET Bureau,"Last Updated: Jan 26, 2024, 10:28:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/india/on-75th-republic-day-women-take-centre-stage/articleshow/107174193.cms,
4JX2KMF7TY_KFV6QCFURWRK0KE,"President Murmu addresses nation ahead of 75th Republic Day, says India's extraordinary GDP performance to continue beyond 2024",ET Online,"Last Updated: Jan 26, 2024, 12:20:00 AM IST",20240125,indiatimes.com,https://economictimes.indiatimes.com/news/india/president-murmu-addresses-nation-ahead-of-75th-republic-day-says-indias-extraordinary-gdp-performance-to-continue-beyond-2024/articleshow/107151135.cms,
4NWYZ3IBAQ_SM211UV40UZEC5L,Vadodara boat capsize incident: Gujarat Police arrests contractor of Kotia Projects,ANI,"Last Updated: Jan 24, 2024, 02:02:00 PM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/india/vadodara-boat-capsize-incident-gujarat-police-arrests-contractor-of-kotia-projects/articleshow/107098316.cms,
4OZPVI06RN_F5U4CMF5GQODPUF,No fear and terror could shake resolve to build Ram temple in Ayodhya: Amit Shah,PTI,"Last Updated: Jan 22, 2024, 05:42:00 PM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/no-fear-and-terror-could-shake-resolve-to-build-ram-temple-in-ayodhya-amit-shah/articleshow/107056256.cms,
4RC3PAXT2A_42K1U6LUTNT8NBL,Why is Canada capping foreign students and who will be impacted?,Reuters,"Last Updated: Jan 25, 2024, 11:07:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/nri/study/why-is-canada-capping-foreign-students-and-who-will-be-impacted/articleshow/107102086.cms,
4SGN779QEQ_ZSEFKENIPMJ8FKL,"Encourage India to continue to lead by example, work to bridge divides around the world: UN PGA Francis",PTI,"Last Updated: Jan 23, 2024, 11:30:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/india/encourage-india-to-continue-to-lead-by-example-work-to-bridge-divides-around-the-world-un-pga-francis/articleshow/107072152.cms,
4UFW5I4YUZ_HQS0AGJF13ELD5G,China formally establishes diplomatic ties with Nauru after Pacific island nation cut Taiwan ties,AP,"Last Updated: Jan 24, 2024, 10:42:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/china-formally-establishes-diplomatic-ties-with-nauru-after-pacific-island-nation-cut-taiwan-ties/articleshow/107101481.cms,
4V2S85Y6SL_RIPJADQGTVXTWWA,Ugandan President Yoweri Museveni hails role of Indians in building country’s economy,ET Bureau,"Last Updated: Jan 22, 2024, 09:31:00 AM IST",20240122,indiatimes.com,https://economictimes.indiatimes.com/news/india/ugandan-president-yoweri-museveni-hails-role-of-indians-in-building-countrys-economy/articleshow/107041598.cms,
4YKO6AVXWL_BXYZQ5IXOGJUDVE,Elon Musk visits Auschwitz after uproar over antisemitic messages on X,AP,"Last Updated: Jan 23, 2024, 09:27:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/elon-musk-visits-auschwitz-after-uproar-over-antisemitic-messages-on-x/articleshow/107067854.cms,
4ZPKPDP23E_TS294963WDT525P,"Gorilla Glass-maker Corning to invest Rs 1,000 crore in Tamil Nadu",Reuters,"Last Updated: Jan 23, 2024, 03:19:00 PM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/gorilla-glass-maker-corning-to-invest-rs-1000-crore-in-tamil-nadu/articleshow/107080493.cms,
5284GZ0JE4_NL3NPSIHSXUFXI3,"75th Republic Day parade to be women-centric, heralded by 100 women artists with Indian musical instruments",ANI,"Last Updated: Jan 26, 2024, 07:38:00 AM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/news/india/75th-republic-day-parade-to-be-women-centric-heralded-by-100-women-artists-with-indian-musical-instruments/articleshow/107158466.cms,
532JRLXLKW_Q6FRSN9EYFRSYUC,Centre increased import duty on gold and silver coins to 15%,ET Bureau,"Last Updated: Jan 23, 2024, 11:17:00 AM IST",20240123,indiatimes.com,https://economictimes.indiatimes.com/news/economy/foreign-trade/india-increases-import-duty-on-gold-and-silver-findings-coins-of-precious-metals/articleshow/107071322.cms,
5CLYO36TW0_DR861VG4WOIK8D1,"Qualitek Labs IPO allotment expected today. Check status, GMP, listing date and other details",ETMarkets.com,"Last Updated: Jan 24, 2024, 09:43:00 AM IST",20240124,indiatimes.com,https://economictimes.indiatimes.com/markets/ipos/fpos/qualitek-labs-ipo-allotment-expected-today-check-status-gmp-listing-date-and-other-details/articleshow/107099941.cms,
5I95D1XUW9_BD8NXC0U3DMGHVM,Salesforce laying off 700 workers in latest tech industry downsizing: report,Reuters,"Last Updated: Jan 26, 2024, 04:29:00 PM IST",20240126,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/salesforce-laying-off-700-workers-in-latest-tech-industry-downsizing-report/articleshow/107168892.cms,
