GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras,UniqueID
1152782716,20240120,202401,2024,2024.0548,CHN,CHINESE,CHN,,,,,,,,MNCUSAMEDCVL,GOOGLE,USA,,,,,MNC,MED,CVL,1,190,190,19,4,-10.0,8,1,8,-8.65051903114187,4,"Yangtse, Henan, China",CH,CH09,32.9929,113.247,-1935178,4,"Yangtse, Henan, China",CH,CH09,32.9929,113.247,-1935178,4,"Yangtse, Henan, China",CH,CH09,32.9929,113.247,-1935178,20240120,http://english.sina.com/world/2024-01-20/detail-inaeeraw7181153.shtml,20240120140000,20240120140000,1,sina.com,http://english.sina.com/world/2024-01-20/detail-inaeeraw7181153.shtml,1,0,8,30,1,80,1703,-8.65051903114187,,,YHO59UNU2X_3SHJBHZUY8X4IKC
1152766207,20240120,202401,2024,2024.0548,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,190,190,19,4,-10.0,32,6,32,-5.46196019753692,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,20240120,https://www.naharnet.com:443/stories/en/302882-senior-officer-among-4-iranians-killed-in-israeli-strike-in-damascus,20240120111500,20240120160000,1,sina.com,http://english.sina.com/world/2024-01-20/detail-inaeevku7076164.shtml,1,47,0,37,1,80,3127,-5.41586073500967,,,MT4YYP5B79_3DY609IFS7CK13Z
1152760703,20240120,202401,2024,2024.0548,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,90,90,9,2,-2.0,72,8,72,-5.82701294968914,1,Israel,IS,IS,31.5,34.75,IS,1,Iran,IR,IR,32.0,53.0,IR,1,Israel,IS,IS,31.5,34.75,IS,20240120,https://news.yahoo.com/5-dead-israel-strike-syria-092326381.html,20240120101500,20240120131500,1,homenewshere.com,http://homenewshere.com/national/news/article_89a6a7b1-eb77-5d45-ac58-fc1f412587c9.html,1,8,41,64,1,80,3082,-5.92885375494071,,,HNKYNEJPNN_ZG99U9WAKIH6VIH
1152745219,20240120,202401,2024,2024.0548,QAT,DOHA,QAT,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,138,138,13,3,-7.0,8,1,8,-4.62555066079295,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20240120,http://thepeninsulaqatar.com/article/20/01/2024/live-updates-un-figures-show-two-mothers-killed-every-hour-as-israel-bombards-gaza,20240120074500,20240120074500,1,thepeninsulaqatar.com,http://thepeninsulaqatar.com/article/20/01/2024/live-updates-un-figures-show-two-mothers-killed-every-hour-as-israel-bombards-gaza,1,86,149,117,1,80,2813,-4.62555066079295,,,I5LP01EGVL_XHOT6YPXZTXE8R3
1152750872,20240120,202401,2024,2024.0548,COMGOV,COMOROS,COM,,,,,GOV,,,COMELIGOV,AZALI ASSOUMANI,COM,,,,,ELI,GOV,,1,141,141,14,3,-6.5,10,1,10,-11.0778443113773,1,Comoros,CN,CN,-12.166667,44.25,CN,1,Comoros,CN,CN,-12.166667,44.25,CN,1,Comoros,CN,CN,-12.166667,44.25,CN,20240120,http://www.businessghana.com/site/news/politics/300590/Comoros-election:-Internet-cut-after-protests,20240120084500,20240120084500,1,businessghana.com,http://www.businessghana.com/site/news/politics/300590/Comoros-election:-Internet-cut-after-protests,1,64,165,119,1,100,2139,-11.0778443113773,,,BRKHOKFNG0_4VYK74C2Y2679T8
1152726525,20240120,202401,2024,2024.0548,IRN,IRANIAN,IRN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,112,112,11,3,-2.0,11,3,11,-7.25187236530355,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20240120,https://timesofindia.indiatimes.com/world/middle-east/irans-involvement-in-conflicts-from-gaza-to-pakistan/articleshow/107001705.cms,20240120041500,20240120130000,1,businessghana.com,http://www.businessghana.com/site/news/politics/300650/Senior-Iran-Revolutionary-Guard-officials-killed-in-strike-blamed-on-Israel,1,7,69,59,1,80,2254,-5.86666666666667,,,ISLJHCSL7M_DO2XQ9B53R78FGV
1152756757,20240120,202401,2024,2024.0548,CHN,CHINA,CHN,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,1,36,36,3,1,4.0,36,4,36,0.625068552054426,4,"Khorgos, Xinjiang, China",CH,CH13,44.1256,80.4144,-1913694,1,Azerbaijan,AJ,AJ,40.5,47.5,AJ,1,Azerbaijan,AJ,AJ,40.5,47.5,AJ,20240120,https://global.chinadaily.com.cn/a/202401/20/WS65ab8ce3a3105f21a507d667.html,20240120094500,20240120094500,1,china.org.cn,http://www.china.org.cn/china/Off_the_Wire/2024-01/20/content_116954105.htm,1,475,580,598,1,80,1047,0.617283950617284,,,ZGM3Z7AUNN_1PKUJ7ANXGTD7KR
1152740929,20240120,202401,2024,2024.0548,BELGOV,DIDIER REYNDERS,BEL,,,,,GOV,,,POL,POLAND,POL,,,,,,,,1,40,40,4,1,1.0,8,1,8,0.67340067340068,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21.0,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21.0,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21.0,-534433,20240120,http://www.china.org.cn/world/2024-01/20/content_116953593.htm,20240120070000,20240120070000,1,china.org.cn,http://www.china.org.cn/world/2024-01/20/content_116953593.htm,1,11,34,44,1,80,1781,0.67340067340068,,,20NT5R6UZR_KAM64PPGTP56710
1152716350,20240120,202401,2024,2024.0548,PAK,PAKISTAN,PAK,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,50,50,5,1,3.5,32,5,32,1.24431673103226,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812,20240120,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116953490.htm,20240120023000,20240120023000,1,china.org.cn,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116953490.htm,1,38,49,0,1,80,2057,2.14723926380368,,,D9E8DLUM9O_5FCY86UEAFVCREU
1152704238,20240120,202401,2024,2024.0548,ZAF,CAPE TOWN,ZAF,,,,,,,,ZAFELI,NELSON MANDELA,ZAF,,,,,ELI,,,1,20,20,2,1,3.0,74,8,74,-1.78726528155053,4,"Pretoria, Gauteng, South Africa",SF,SF06,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,-25.7069,28.2294,-1273769,20240120,https://english.news.cn/20240120/983be77e6f374f8c9adcc186b02bd594/c.html,20240120004500,20240120030000,1,china.org.cn,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116953523.htm,1,183,316,229,1,100,2091,-1.73410404624278,,,60PPUGFZE9_28ZEYL9816ID75L
1152760396,20240120,202401,2024,2024.0548,CHN,BEIJING,CHN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,30,30,3,1,4.0,20,2,20,5.28733639594348,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240120,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116954148.htm,20240120101500,20240120101500,1,china.org.cn,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116954148.htm,1,176,235,207,1,100,906,4.81927710843373,,,AXA86YLFWQ_EZXYA3491RHZY95
1152761816,20240120,202401,2024,2024.0548,AFR,AFRICA,AFR,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,43,43,4,1,2.8,140,5,140,4.58596004067463,1,Egypt,EG,EG,27.0,30.0,EG,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240120,https://english.news.cn/africa/20240120/e71f06a723cf43d5997f2b62f27e8d5b/c.html,20240120103000,20240120110000,1,china.org.cn,http://www.china.org.cn/world/Off_the_Wire/2024-01/20/content_116954175.htm,1,521,427,453,1,100,1359,4.32900432900433,,,PFII4BWPTN_H1IN501SRFCF6OJ
1152768622,20240120,202401,2024,2024.0548,BRA,BRASILIA,BRA,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,30,30,3,1,4.0,20,2,20,5.75539568345324,1,China,CH,CH,35.0,105.0,CH,1,China,CH,CH,35.0,105.0,CH,1,China,CH,CH,35.0,105.0,CH,20240120,https://english.news.cn/20240120/447f5d5a6f6541c6b3e8a1b83ee831df/c.html,20240120114500,20240120130000,1,chinaview.cn,http://www.chinaview.cn/20240120/447f5d5a6f6541c6b3e8a1b83ee831df/c.html,1,92,152,124,1,100,797,5.75539568345324,,,5MHTV5FYSS_QHJ3IAH4CGOHXB6
1152767307,20240120,202401,2024,2024.0548,EUR,EUROPE,EUR,,,,,,,,YEM,YEMEN,YEM,,,,,,,,1,190,190,19,4,-10.0,20,2,20,-9.92957746478873,4,"Red Sea, Djibouti (general), Djibouti",DJ,DJ00,19.0,39.5,-2037160,4,"Red Sea, Djibouti (general), Djibouti",DJ,DJ00,19.0,39.5,-2037160,4,"Red Sea, Djibouti (general), Djibouti",DJ,DJ00,19.0,39.5,-2037160,20240120,http://www.huewire.com/oil-supply-tightens-in-europe-over-red-sea-disruptions/,20240120113000,20240120113000,1,huewire.com,http://www.huewire.com/oil-supply-tightens-in-europe-over-red-sea-disruptions/,1,77,150,128,1,100,129,-10.0,,,HIYD1IAEC7_87YHPCKQYDQI6OP
1152829642,20240120,202401,2024,2024.0548,DMA,DOMINICA,DMA,,,,,,,,ATG,ANTIGUA AND BARBUDA,ATG,,,,,,,,1,61,61,6,2,6.4,10,1,10,1.66051660516605,1,Antigua And Barbuda,AC,AC,17.05,-61.8,AC,1,Antigua And Barbuda,AC,AC,17.05,-61.8,AC,1,Antigua And Barbuda,AC,AC,17.05,-61.8,AC,20240120,http://www.montraykreyol.org/article/dominica-makes-first-export-of-vetiver-grass-to-antigua-and-barbuda-under-iica-cbf-eba,20240120230000,20240120230000,1,montraykreyol.org,http://www.montraykreyol.org/article/dominica-makes-first-export-of-vetiver-grass-to-antigua-and-barbuda-under-iica-cbf-eba,1,0,48,21,1,100,3434,1.66051660516605,,,QTW2F1DQMU_9IG5WS1PWKQXKGO
