GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras,UniqueID
1151556532,20240114,202401,2024,2024.0384,CYP,CYPRUS,CYP,,,,,,,,YEMUAF,YEMEN,YEM,,,,,UAF,,,1,143,143,14,3,-6.5,24,3,24,-4.29827821132169,1,Cyprus,CY,CY,35.0,33.0,CY,1,Yemen,YM,YM,15.5,47.5,YM,1,Yemen,YM,YM,15.5,47.5,YM,20240114,https://www.streetinsider.com/Reuters/Activists+protest+at+British+base+in+Cyprus+used+in+Yemen+strikes/22629599.html,20240114144500,20240114150000,1,yahoo.com,https://news.yahoo.com/activists-protest-british-cyprus-used-140925793.html,1,79,276,238,1,80,2072,-4.27350427350428,,,VS5X4CMP7E_8O6Y2BR4MDAR24K
1151571669,20240114,202401,2024,2024.0384,CHE,DAVOS,CHE,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,40,40,4,1,1.0,10,1,10,1.14503816793893,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240114,https://news.yahoo.com/china-did-not-participate-peace-134013849.html,20240114170000,20240114170000,1,yahoo.com,https://news.yahoo.com/china-did-not-participate-peace-134013849.html,1,54,0,43,1,100,1688,1.14503816793893,,,EYTTCRY7IS_B9SK7GPV8RWIL0Q
1151513861,20240114,202401,2024,2024.0384,CHN,CHINA,CHN,,,,,,,,TWNCVL,TAIWAN,TWN,,,,,CVL,,,1,111,111,11,3,-2.0,176,17,168,-3.30284771263821,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,20240114,https://news.yahoo.com/china-pile-pressure-rebuke-taiwans-064507921.html,20240114073000,20240114073000,1,yahoo.com,https://news.yahoo.com/china-pile-pressure-rebuke-taiwans-064507921.html,1,0,44,32,1,100,4098,-3.52941176470588,,,8WCFM58PCN_27GNUJNC1NYMF9Y
1151571801,20240114,202401,2024,2024.0384,EST,ESTONIA,EST,,,,,,,,UKR,UKRAINIAN,UKR,,,,,,,,1,50,50,5,1,3.5,10,1,10,-3.1496062992126,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,20240114,https://news.yahoo.com/estonia-not-extradite-ukrainians-military-125113219.html,20240114170000,20240114170000,1,yahoo.com,https://news.yahoo.com/estonia-not-extradite-ukrainians-military-125113219.html,1,0,27,17,1,100,1504,-3.1496062992126,,,IHEIXC4X01_ZAPGKY8SEA2EPMW
1151558648,20240114,202401,2024,2024.0384,LBN,LEBANON,LBN,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,1,111,111,11,3,-2.0,545,60,545,-7.31834910332951,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,20240114,https://news.yahoo.com/fire-lebanon-kills-2-israeli-143550969.html,20240114150000,20240114150000,1,yahoo.com,https://news.yahoo.com/fire-lebanon-kills-2-israeli-143550969.html,1,10,56,66,1,80,7501,-6.87960687960688,,,8UFX5WR5R0_HZQ6W8IZLCXQPUC
1151516605,20240114,202401,2024,2024.0384,USAMED,REUTERS,USA,,,,,MED,,,TWN,TAIWAN,TWN,,,,,,,,1,36,36,3,1,4.0,16,2,16,0.29154518950437,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240114,https://www.streetinsider.com/Reuters/Former+US+officials+to+visit+Taiwan+for+post-election+talks/22629555.html,20240114080000,20240114081500,1,yahoo.com,https://news.yahoo.com/former-us-officials-visit-taiwan-071714299.html,1,69,125,115,1,80,2140,0.29154518950437,,,85V50808AB_50NCUTXZCAD56XD
1151593835,20240114,202401,2024,2024.0384,IRNGOV,IRAN,IRN,,,,,GOV,,,YEM,YEMEN,YEM,,,,,,,,1,111,111,11,3,-2.0,10,1,10,-3.36134453781512,4,"Mashat, ?a?ramawt, Yemen",YM,YM04,14.7333,47.8,-3189679,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Mashat, ?a?ramawt, Yemen",YM,YM04,14.7333,47.8,-3189679,20240114,https://news.yahoo.com/irans-president-raisi-condemns-us-201801685.html,20240114204500,20240114204500,1,yahoo.com,https://news.yahoo.com/irans-president-raisi-condemns-us-201801685.html,1,0,48,21,1,100,694,-3.36134453781512,,,9WCAT61MRF_46I9NCP9A3ZTPJJ
1151576253,20240114,202401,2024,2024.0384,EUR,EUROPEAN,EUR,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,43,43,4,1,2.8,200,19,200,-4.25443671017087,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240114,https://www.myleaderpaper.com/news/national/israel-supporters-gather-in-european-capitals-100-days-on-from-attack/article_06a0a5aa-901d-5d28-95db-07915a518681.html,20240114174500,20240114174500,1,yahoo.com,https://news.yahoo.com/israel-supporters-gather-european-capitals-165802040.html,1,28,0,18,1,100,3382,-4.26716141001855,,,Q04F9FNK1V_OKXP3U7T62NHC41
1151558840,20240114,202401,2024,2024.0384,PSE,GAZA,PSE,,,,,,,,ISRBUS,ISRAELI,ISR,,,,,BUS,,,1,173,173,17,4,-5.0,10,1,10,-6.31136044880786,4,"Unrwa, Gaza Strip (general), Gaza Strip",GZ,GZ00,31.5119,34.4411,11268954,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Unrwa, Gaza Strip (general), Gaza Strip",GZ,GZ00,31.5119,34.4411,11268954,20240114,https://news.yahoo.com/israelis-strike-mark-100-days-142652779.html,20240114150000,20240114150000,1,yahoo.com,https://news.yahoo.com/israelis-strike-mark-100-days-142652779.html,1,182,55,170,1,100,4392,-6.31136044880786,,,U6WS8DQHQN_745KHXB2X7HRC85
1151524679,20240114,202401,2024,2024.0384,NAM,NAMIBIA,NAM,,,,,,,,DEU,GERMANY,DEU,,,,,,,,1,111,111,11,3,-2.0,112,10,112,-8.7039918646492,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240114,https://www.aljazeera.com/news/2024/1/14/namibia-condemns-germany-for-defending-israel-in-icj-genocide-case,20240114093000,20240114131500,1,yahoo.com,https://news.yahoo.com/namibia-criticises-german-support-israel-122915774.html,1,0,19,8,1,100,2416,-10.3448275862069,,,BD6YEYMUHA_OD4REUTEXXSX9Y2
