GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras,UniqueID
1149167643,20240101,202401,2024,2024.0027,AUS,AUSSIE,AUS,,,,,,,,IDN,BALI,IDN,,,,,,,,1,42,42,4,1,1.9,10,1,10,-1.28755364806867,1,Australia,AS,AS,-25.0,135.0,AS,1,Australia,AS,AS,-25.0,135.0,AS,1,Australia,AS,AS,-25.0,135.0,AS,20240101,https://au.news.yahoo.com/aussie-dad-fights-for-life-bali-trip-takes-tragic-turn-002154524.html,20240101020000,20240101020000,1,yahoo.com,https://au.news.yahoo.com/aussie-dad-fights-for-life-bali-trip-takes-tragic-turn-002154524.html,1,0,48,40,1,100,1188,-1.28755364806867,,,I5JPK3EZTQ_IQP4J22G9VYV7PL
1149172371,20231202,202312,2023,2023.9096,KOR,SOUTH KOREAN,KOR,,,,,,,,USA,THE US,USA,,,,,,,,1,61,61,6,2,6.4,30,3,30,-0.214132762312633,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240101,https://www.bnnbloomberg.ca/us-overtakes-china-as-south-korea-s-top-export-market-1.2016892,20240101031500,20240101033000,1,yahoo.com,https://finance.yahoo.com/news/us-overtakes-china-south-korea-021922764.html,1,64,88,77,1,100,2505,0.0,,,V3XRQEKI28_V3PKL4YQS5F3W19
1149174406,20240101,202401,2024,2024.0027,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,190,190,19,4,-10.0,53,6,53,-6.28626475244751,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,20240101,https://news.yahoo.com/ukraine-war-zelensky-promises-more-023127734.html,20240101034500,20240101114500,1,yahoo.com,https://news.yahoo.com/air-defence-downs-87-90-065336530.html,1,70,136,79,1,100,1579,-4.90566037735849,,,Y3A58N52BY_1BSCDWHTUCTI3V5
1149227340,20240101,202401,2024,2024.0027,UKRMIL,UKRAINE,UKR,,,,,MIL,,,UKR,KHARKIV,UKR,,,,,,,,1,42,42,4,1,1.9,10,1,10,0.44444444444444,4,"Kupyansk, Kharkivs'ka Oblast', Ukraine",UP,UP07,49.7209,37.5998,-1044158,4,"Kupyansk, Kharkivs'ka Oblast', Ukraine",UP,UP07,49.7209,37.5998,-1044158,4,"Kupyansk, Kharkivs'ka Oblast', Ukraine",UP,UP07,49.7209,37.5998,-1044158,20240101,https://news.yahoo.com/ammunition-wish-santa-years-eve-144200427.html,20240101154500,20240101154500,1,yahoo.com,https://news.yahoo.com/ammunition-wish-santa-years-eve-144200427.html,1,193,218,128,1,100,1295,0.44444444444444,,,VEICHFC5P9_PLV151CA8IQKNP1
1149161261,20240101,202401,2024,2024.0027,GBR,UNITED KINGDOM,GBR,,,,,,,,USA,COLORADO,USA,,,,,,,,1,173,173,17,4,-5.0,986,169,981,-8.85840598130881,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,20240101,https://abcnews.go.com/International/colorado-mother-accused-murdering-2-children-arrested-uk/story?id=106024239,20240101003000,20240101011500,1,yahoo.com,https://news.yahoo.com/colorado-mother-suspected-killing-her-004202392.html,1,83,0,71,1,100,1823,-9.79729729729726,,,ENMWREU4WF_XD1TAIR08UWSR94
1149161261,20240101,202401,2024,2024.0027,GBR,UNITED KINGDOM,GBR,,,,,,,,USA,COLORADO,USA,,,,,,,,1,173,173,17,4,-5.0,986,169,981,-8.85840598130881,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,20240101,https://abcnews.go.com/International/colorado-mother-accused-murdering-2-children-arrested-uk/story?id=106024239,20240101003000,20240101171500,1,yahoo.com,https://news.yahoo.com/colorado-mother-suspected-killing-her-163710283.html,1,62,0,50,1,80,2384,-6.85279187817259,,,K5CSX6MNPN_OOSSU018BXD5HP5
1149159558,20240101,202401,2024,2024.0027,GBR,UNITED KINGDOM,GBR,,,,,,,,USA,COLORADO,USA,,,,,,,,1,173,173,17,4,-5.0,638,179,595,-8.8281677143274,1,United Kingdom,UK,UK,54.0,-4.0,UK,1,United Kingdom,UK,UK,54.0,-4.0,UK,1,United Kingdom,UK,UK,54.0,-4.0,UK,20240101,https://news.yahoo.com/colorado-springs-mother-accused-killing-224600330.html,20240101001500,20240101050000,1,yahoo.com,https://news.yahoo.com/colorado-springs-woman-suspected-murdering-040000232.html,1,78,0,66,1,100,1581,-11.0714285714285,,,QF01FYW0XE_3GWPFOEZ9NHKTC8
1149158085,20240101,202401,2024,2024.0027,EURGOV,EUROPE,EUR,,,,,GOV,,,EUR,EUROPE,EUR,,,,,,,,1,831,83,8,2,5.0,60,6,60,3.47793599168808,4,"Copenhagen, Køavn*, Denmark",DA,DA05,55.6667,12.5833,-2745636,4,"Copenhagen, Køavn*, Denmark",DA,DA05,55.6667,12.5833,-2745636,4,"Copenhagen, Køavn*, Denmark",DA,DA05,55.6667,12.5833,-2745636,20240101,https://news.yahoo.com/crown-prince-frederik-know-next-230453131.html,20240101000000,20240101000000,1,yahoo.com,https://news.yahoo.com/crown-prince-frederik-know-next-230453131.html,1,237,-1,249,1,100,3035,3.14814814814814,,,RL6T99YXG8_1HPCDT04JIXRTNT
1149184353,20240101,202401,2024,2024.0027,USA,SUNSHINE STATE,USA,,,,,,,,MNCUSA,DISNEY,USA,,,,,MNC,,,1,90,90,9,2,-2.0,10,1,10,-2.8125,3,"Orlando, Florida, United States",US,USFL,28.5383,-81.3792,288240,3,"Orlando, Florida, United States",US,USFL,28.5383,-81.3792,288240,3,"Orlando, Florida, United States",US,USFL,28.5383,-81.3792,288240,20240101,https://news.yahoo.com/dive-team-claims-found-body-033318174.html,20240101063000,20240101063000,1,yahoo.com,https://news.yahoo.com/dive-team-claims-found-body-033318174.html,1,197,309,229,1,100,1788,-2.8125,,,M7UJ0SG5L1_BLRS60ZUD8V8CO4
1149247422,20240101,202401,2024,2024.0027,FIN,FINNISH,FIN,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,51,51,5,1,3.4,8,1,8,0.355871886121001,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,20240101,https://news.yahoo.com/finnish-pm-vows-further-support-163918869.html,20240101200000,20240101200000,1,yahoo.com,https://news.yahoo.com/finnish-pm-vows-further-support-163918869.html,1,0,35,11,1,80,1671,0.355871886121001,,,LSKUH2C4DD_D58096APB5P21QU
