GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
1150009063,20240106,202401,2024,2024.0164,RUS,RUSSIA,RUS,,,,,,,,PRK,NORTH KOREAN,PRK,,,,,,,,1,194,194,19,4,-10.0,30,1,30,-0.70778564206269,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20240106,https://www.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,20240106004500,20240106014500,1,cnn.com,https://edition.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,1,86,103,97,1,100,6463,-0.70778564206269,,
1150074215,20240106,202401,2024,2024.0164,GBR,UNITED KINGDOM,GBR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,10,10,1,1,0.0,10,1,10,-2.11864406779661,1,United Kingdom,UK,UK,54.0,-4.0,UK,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20240106,https://news.yahoo.com/downing-3-su-34s-kherson-100205971.html,20240106121500,20240106121500,1,yahoo.com,https://news.yahoo.com/downing-3-su-34s-kherson-100205971.html,1,100,175,140,1,100,1408,-2.11864406779661,,
1150073245,20240106,202401,2024,2024.0164,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,60,60,6,2,6.0,24,2,24,-4.35025764187216,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20240106,https://www.businessinsider.com/more-than-220-russian-troops-have-surrendered-ukraine-via-hotline-2024-1,20240106120000,20240106121500,1,yahoo.com,https://news.yahoo.com/more-220-russian-soldiers-surrendered-111646372.html,1,10,47,18,1,80,4046,-4.61049284578696,,
1150073245,20240106,202401,2024,2024.0164,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,60,60,6,2,6.0,24,2,24,-4.35025764187216,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20240106,https://www.businessinsider.com/more-than-220-russian-troops-have-surrendered-ukraine-via-hotline-2024-1,20240106120000,20240106121500,1,yahoo.com,https://news.yahoo.com/more-220-russian-soldiers-surrendered-111646402.html,1,10,47,18,1,80,4046,-4.61049284578696,,
1150090696,20240106,202401,2024,2024.0164,RUS,RUSSIAN,RUS,,,,,,,,UKR,DONETSK,UKR,,,,,,,,1,194,194,19,4,-10.0,52,6,42,-7.97187006355815,4,"Pokrovsk, Mordoviya, Russia",RS,RS46,54.768,45.837,-2985097,4,"Pokrovsk, Mordoviya, Russia",RS,RS46,54.768,45.837,-2985097,4,"Pokrovsk, Mordoviya, Russia",RS,RS46,54.768,45.837,-2985097,20240106,https://eng.obozrevatel.com/section-war/news-russian-troops-hit-pokrovsk-there-is-a-flight-to-the-administrative-building-and-victims-photo-06-01-2024.html,20240106150000,20240106180000,1,yahoo.com,https://news.yahoo.com/russian-missile-attack-kills-11-162304689.html,1,0,44,16,1,80,1000,-7.55813953488372,,
1150115675,20240106,202401,2024,2024.0164,RUS,RUSSIA,RUS,,,,,,,,UKRCVL,UKRAINIAN,UKR,,,,,CVL,,,1,181,181,18,4,-9.0,8,1,8,-5.38599640933572,1,Ukraine,UP,UP,49.0,32.0,UP,1,Russia,RS,RS,60.0,100.0,RS,1,Ukraine,UP,UP,49.0,32.0,UP,20240106,https://news.yahoo.com/russians-record-fake-videos-civilian-132959553.html,20240106193000,20240106193000,1,yahoo.com,https://news.yahoo.com/russians-record-fake-videos-civilian-132959553.html,1,66,108,77,1,80,3415,-5.38599640933572,,
1150014841,20240106,202401,2024,2024.0164,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,90,90,9,2,-2.0,40,4,40,-3.36840095205274,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,20240106,https://www.bbc.com/news/world-europe-67659275,20240106013000,20240106031500,1,yahoo.com,https://news.yahoo.com/ukraine-war-atesh-group-spying-011237509.html,1,0,42,32,1,100,8074,-3.33827893175074,,
1150006671,20240106,202401,2024,2024.0164,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,190,190,19,4,-10.0,66,25,66,-5.77011290493005,4,"Moskva, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moskva, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moskva, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20240106,https://news.yahoo.com/ukraine-war-latest-military-reports-223841463.html,20240106003000,20240106003000,1,yahoo.com,https://news.yahoo.com/ukraine-war-latest-military-reports-223841463.html,1,0,101,89,1,80,6578,-6.36007827788649,,
1150071975,20240106,202401,2024,2024.0164,UKR,UKRAINIAN,UKR,,,,,,,,USA,AMERICAN,USA,,,,,,,,1,16,16,1,1,-2.0,9,1,9,-4.0948275862069,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,20240106,https://news.yahoo.com/ukrainian-orphan-natalia-grace-denies-090040447.html,20240106114500,20240106114500,1,yahoo.com,https://news.yahoo.com/ukrainian-orphan-natalia-grace-denies-090040447.html,1,0,53,31,1,90,5601,-4.0948275862069,,
1150061511,20240106,202401,2024,2024.0164,UKR,UKRAINIAN,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,190,190,19,4,-10.0,8,1,8,-10.4938271604939,4,"Pobeda, Saratovskaya Oblast', Russia",RS,RS67,52.2552,47.8873,-2983416,4,"Pobeda, Saratovskaya Oblast', Russia",RS,RS67,52.2552,47.8873,-2983416,4,"Pobeda, Saratovskaya Oblast', Russia",RS,RS67,52.2552,47.8873,-2983416,20240106,https://news.yahoo.com/ukrainian-russian-forces-clash-62-090300685.html,20240106100000,20240106100000,1,yahoo.com,https://news.yahoo.com/ukrainian-russian-forces-clash-62-090300685.html,1,0,14,29,1,80,2197,-10.4938271604939,,
1150009063,20240106,202401,2024,2024.0164,RUS,RUSSIA,RUS,,,,,,,,PRK,NORTH KOREAN,PRK,,,,,,,,1,194,194,19,4,-10.0,30,1,30,-0.70778564206269,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20240106,https://www.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,20240106004500,20240106004500,1,cnn.com,https://us.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,1,86,103,97,1,100,6463,-0.70778564206269,,
1150014841,20240106,202401,2024,2024.0164,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,90,90,9,2,-2.0,40,4,40,-3.36840095205274,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,44.7244,37.7675,-2970141,20240106,https://www.bbc.com/news/world-europe-67659275,20240106013000,20240106013000,1,bbc.com,https://www.bbc.com/news/world-europe-67659275,1,0,42,32,1,100,8261,-3.41818181818182,,
1150009063,20240106,202401,2024,2024.0164,RUS,RUSSIA,RUS,,,,,,,,PRK,NORTH KOREAN,PRK,,,,,,,,1,194,194,19,4,-10.0,30,1,30,-0.70778564206269,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20240106,https://www.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,20240106004500,20240106004500,1,cnn.com,https://www.cnn.com/2024/01/05/europe/russia-north-korean-missiles-ukraine-asia-intl-hnk-ml/,1,86,103,97,1,100,6463,-0.70778564206269,,
1150059748,20240106,202401,2024,2024.0164,UKR,UKRAINIAN,UKR,,,,,,,,USA,AMERICAN,USA,,,,,,,,1,16,16,1,1,-2.0,17,3,17,-3.57219750681169,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,20240106,https://www.foxnews.com/us/ukrainian-orphan-natalia-grace-denies-plot-murder-american-adoptive-parents-pretending-child,20240106094500,20240106094500,1,foxnews.com,https://www.foxnews.com/us/ukrainian-orphan-natalia-grace-denies-plot-murder-american-adoptive-parents-pretending-child,1,0,53,31,1,80,6658,-3.37899543378995,,
1150009053,20240106,202401,2024,2024.0164,RUS,RUSSIA,RUS,,,,,,,,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,1,45,45,4,1,5.0,10,1,10,-1.32450331125827,1,Russia,RS,RS,60.0,100.0,RS,1,United Arab Emirates,AE,AE,24.0,54.0,AE,1,United Arab Emirates,AE,AE,24.0,54.0,AE,20240106,https://www.yahoo.com/news/ukraine-russia-complete-uae-mediated-151838926.html,20240106004500,20240106004500,1,yahoo.com,https://www.yahoo.com/news/ukraine-russia-complete-uae-mediated-151838926.html,1,64,141,125,1,100,1900,-1.32450331125827,,
